project_type,project_description,project_phase_name,project_status_name,dsf_number_s,failure
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844373,False
SCA CIP,Roofs/flood/parapets/ext masonry/windows/lead svc,Scope,Complete,"DSF: 0000757881, 0000826122, 0000826126, 0000826127, 0000826128, 0000844145",False
SCA CIP,Roofs/flood/parapets/ext masonry/windows/lead svc,Design,Complete,"DSF: 0000757881, 0000826122, 0000826126, 0000826127, 0000826128, 0000844145",False
SCA CIP,Roofs/flood/parapets/ext masonry/windows/lead svc,Construction,In-Progress,"DSF: 0000757881, 0000826122, 0000826126, 0000826127, 0000826128, 0000844145",False
SCA CIP,Roofs/flood/parapets/ext masonry/windows/lead svc,"CM, F&E",In-Progress,"DSF: 0000757881, 0000826122, 0000826126, 0000826127, 0000826128, 0000844145",False
SCA IEH,"Ieh po18-rm 404,411",Construction,Complete,DSF: 0000047399,False
SCA IEH,Ieh po18-rm 208,Construction,In-Progress,DSF: 0000048468,False
SCA CIP RESOA,Fy18 reso a library upgrades,Scope,PNS,DSF: 0000867326,True
SCA CIP RESOA,Fy18 reso a library upgrades,Design,PNS,DSF: 0000867326,False
SCA CIP RESOA,Fy18 reso a library upgrades,Construction,PNS,DSF: 0000867326,False
SCA CIP RESOA,Fy18 reso a library upgrades,"CM, F&E",PNS,DSF: 0000867326,False
SCA IEH,Ieh po18-rm 101,Construction,Complete,DSF: 0000048933,False
SCA CIP,Eny playground upgrade,Design,Complete,DSF: 0000865825,False
DOE - SKILLED TRADES,Ace steam system optimization,Construction,Complete,DSF: 0000822653,False
DOE - SKILLED TRADES,Water heater replacement,Construction,In-Progress,DSF: 0000823584,False
SCA FURNITURE & EQUI,Fy17 reso a mobile science lab,F&E,Complete,DSF: 0000844303,False
DOE - SKILLED TRADES,Water heater replacement,Construction,In-Progress,DSF: 0000844133,False
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000776869,True
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000776868,True
DOE - SKILLED TRADES,Cafeteria serving lines,Construction,In-Progress,DSF: 0000821624,True
SCA CIP,Planyc boiler/planyc climate control,Scope,Complete,"DSF: 0000798283, 0000798285",False
SCA CIP,Planyc boiler/planyc climate control,Design,Complete,"DSF: 0000798283, 0000798285",False
SCA CIP,Planyc boiler/planyc climate control,Construction,PNS,"DSF: 0000798283, 0000798285",False
SCA CIP,Planyc boiler/planyc climate control,"CM, F&E",PNS,"DSF: 0000798283, 0000798285",False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000867423,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000867423,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000867423,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000867423,False
SCA IEH,"Ieh po18-auditorium music rm,rm 140,rm106",Construction,In-Progress,DSF: 0000048487,False
DOE- RESOA,Fy17 reso a room conversions/partitioning,Construction,In-Progress,DSF: 0000844237,False
SCA IEH,Ieh po18-ceiling from hallway,Construction,Complete,DSF: 0000048125,False
SCA CIP,Low voltage electrical system/water penetration,Scope,Complete,"DSF: 0000822117, 0000827934",False
SCA CIP,Low voltage electrical system/water penetration,Design,Complete,"DSF: 0000822117, 0000827934",False
SCA CIP,Low voltage electrical system/water penetration,Construction,PNS,"DSF: 0000822117, 0000827934",False
SCA CIP,Low voltage electrical system/water penetration,"CM, F&E",PNS,"DSF: 0000822117, 0000827934",False
SCA CIP RESOA,Fy18 reso a science lab upgrades,Scope,PNS,DSF: 0000867215,True
SCA CIP RESOA,Fy18 reso a science lab upgrades,Design,PNS,DSF: 0000867215,False
SCA CIP RESOA,Fy18 reso a science lab upgrades,Construction,PNS,DSF: 0000867215,False
SCA CIP RESOA,Fy18 reso a science lab upgrades,"CM, F&E",PNS,DSF: 0000867215,False
SCA IEH,Ieh po18-rm 307,Construction,In-Progress,DSF: 0000049808,False
DOE- RESOA,Fy09 reso a auditorium upgrade,Construction,In-Progress,DSF: 0000623079,False
DOE - SKILLED TRADES,Auditorium stairs,Construction,In-Progress,DSF: 0000827950,False
SCA CIP,Eny playground upgrade,Scope,Complete,DSF: 0000865825,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845192,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000866035,False
TRUST FOR PUBLIC LAN,Fy17 reso a playground redevelopment,Scope,Complete,DSF: 0000844890,False
TRUST FOR PUBLIC LAN,Fy17 reso a playground redevelopment,Design,Complete,DSF: 0000844890,True
TRUST FOR PUBLIC LAN,Fy17 reso a playground redevelopment,Construction,In-Progress,DSF: 0000844890,False
TRUST FOR PUBLIC LAN,Fy17 reso a playground redevelopment,F&E,PNS,DSF: 0000844890,False
SCA EMERGENCY LIGHTI,Ll 41/16 compliance,Scope,Complete,DSF: 0000011991,True
SCA EMERGENCY LIGHTI,Ll 41/16 compliance,Design,Complete,DSF: 0000011991,True
SCA EMERGENCY LIGHTI,Ll 41/16 compliance,Construction,In-Progress,DSF: 0000011991,True
SCA EMERGENCY LIGHTI,Ll 41/16 compliance,CM,In-Progress,DSF: 0000011991,True
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845515,False
SCA CAPACITY,Addition,Scope,Complete,DSF: 0000798209,False
SCA CAPACITY,Addition,Design,Complete,DSF: 0000798209,False
SCA CAPACITY,Addition,Construction,In-Progress,DSF: 0000798209,False
SCA CAPACITY,Addition,"CM,Art,F&E",In-Progress,DSF: 0000798209,False
SCA CIP,Electrical work for a/c initiative,Scope,Complete,DSF: 0000888775,True
SCA CIP,Electrical work for a/c initiative,Design,In-Progress,DSF: 0000888775,True
SCA CIP,Electrical work for a/c initiative,Construction,PNS,DSF: 0000888775,False
SCA CIP,Electrical work for a/c initiative,"CM, F&E",PNS,DSF: 0000888775,False
SCA CIP RESOA,Fy17 reso a supplemental cooling,Scope,Complete,DSF: 0000844833,False
SCA CIP RESOA,Fy17 reso a supplemental cooling,Design,PNS,DSF: 0000844833,False
SCA CIP RESOA,Fy17 reso a supplemental cooling,Construction,PNS,DSF: 0000844833,False
SCA CIP RESOA,Fy17 reso a supplemental cooling,"CM, F&E",PNS,DSF: 0000844833,False
DOE- RESOA,Fy17 reso a toilets-students,Construction,In-Progress,DSF: 0000844827,False
DOE- RESOA,Fy18 reso a toilets-students,Construction,In-Progress,DSF: 0000867400,True
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000866037,False
SCA CIP RESOA,Fy16 reso a room conversions / dance studio,Scope,Complete,DSF: 0000822889,False
SCA CIP RESOA,Fy16 reso a room conversions / dance studio,Design,Complete,DSF: 0000822889,False
SCA CIP RESOA,Fy16 reso a room conversions / dance studio,Construction,In-Progress,DSF: 0000822889,False
SCA CIP RESOA,Fy16 reso a room conversions / dance studio,"CM, F&E",In-Progress,DSF: 0000822889,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000844835,False
SCA CIP,Chimney/roofs/parapets/flood,Scope,Complete,"DSF: 0000801051, 0000813516, 0000822250, 0000822251",False
SCA CIP,Chimney/roofs/parapets/flood,Design,Complete,"DSF: 0000801051, 0000813516, 0000822250, 0000822251",False
SCA CIP,Chimney/roofs/parapets/flood,Construction,In-Progress,"DSF: 0000801051, 0000813516, 0000822250, 0000822251",False
SCA CIP,Chimney/roofs/parapets/flood,"CM, F&E",In-Progress,"DSF: 0000801051, 0000813516, 0000822250, 0000822251",False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Scope,Complete,DSF: 0000844983,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Design,Complete,DSF: 0000844983,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Construction,In-Progress,DSF: 0000844983,True
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,"CM, F&E",In-Progress,DSF: 0000844983,True
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844516,False
DOE- RESOA,Fy14 reso a playground redevelopmen,Construction,In-Progress,DSF: 0000798676,False
DOE- RESOA,Fy17 reso a auditorium  upgrade,Construction,In-Progress,DSF: 0000844988,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Scope,Complete,DSF: 0000844834,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Design,Complete,DSF: 0000844834,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Construction,PNS,DSF: 0000844834,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000844834,False
SCA CIP RESOA,Fy16 reso a supplemental cooling,Scope,Complete,DSF: 0000822888,False
SCA CIP RESOA,Fy16 reso a supplemental cooling,Design,Complete,DSF: 0000822888,False
SCA CIP RESOA,Fy16 reso a supplemental cooling,Construction,PNS,DSF: 0000822888,False
SCA CIP RESOA,Fy16 reso a supplemental cooling,"CM, F&E",PNS,DSF: 0000822888,False
SCA CIP RESOA,Fy16 reso a room conv/fy16 reso a science lab upg,Scope,Complete,"DSF: 0000822715, 0000822886",False
SCA CIP RESOA,Fy16 reso a room conv/fy16 reso a science lab upg,Design,Complete,"DSF: 0000822715, 0000822886",False
SCA CIP RESOA,Fy16 reso a room conv/fy16 reso a science lab upg,Construction,Complete,"DSF: 0000822715, 0000822886",False
SCA CIP RESOA,Fy16 reso a room conv/fy16 reso a science lab upg,"CM, F&E",Complete,"DSF: 0000822715, 0000822886",False
SCA IEH,"Ieh po18-rooms 214, 15, 18",Construction,In-Progress,DSF: 0000040406,False
SCA IEH,Ieh po18-room 219,Construction,In-Progress,DSF: 0000046946,False
DOE- RESOA,Fy18 reso a toilets-students,Construction,In-Progress,DSF: 0000867399,True
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Scope,In-Progress,DSF: 0000844835,True
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Design,PNS,DSF: 0000844835,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Construction,PNS,DSF: 0000844835,False
SCA CIP RESOA,Fy16 reso a supplemental cooling,Scope,Complete,DSF: 0000822885,False
SCA CIP RESOA,Fy16 reso a supplemental cooling,Design,PNS,DSF: 0000822885,False
SCA CIP RESOA,Fy16 reso a supplemental cooling,Construction,PNS,DSF: 0000822885,False
SCA CIP RESOA,Fy16 reso a supplemental cooling,"CM, F&E",PNS,DSF: 0000822885,False
SCA IEH,Ieh po18-3rd floor corridor ceiling,Construction,Complete,DSF: 0000030435,False
SCA IEH,Ieh po18-1st floor hallway by rooms 132 & 136,Construction,Complete,DSF: 0000032517,False
SCA CIP,Roofs,Scope,In-Progress,DSF: 0000880533,True
SCA CIP,Roofs,Design,PNS,DSF: 0000880533,False
SCA CIP,Roofs,Construction,PNS,DSF: 0000880533,False
SCA CIP,Roofs,"CM, F&E",PNS,DSF: 0000880533,False
SCA IEH,Ieh po18-3rd floor corridors,Construction,Complete,DSF: 0000031579,False
SCA IEH,Ieh po18-kitchen serving area,Construction,Complete,DSF: 0000049085,False
DOE- RESOA,Fy17 reso a gymnasium upgrade,Construction,In-Progress,DSF: 0000844831,False
DOE - SKILLED TRADES,Ada shelter compliance,Construction,In-Progress,DSF: 0000844711,True
SCA IEH,Ieh po18-auditorium,Construction,Complete,DSF: 0000046685,False
SCA IEH,Ieh po18-boiler room  pipe chase,Construction,Complete,DSF: 0000048745,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844526,False
DOE- RESOA,Fy18 reso a toilets-students,Construction,In-Progress,DSF: 0000867395,False
SCA CIP RESOA,Fy18 reso a playgrounds,Scope,PNS,DSF: 0000867353,True
SCA CIP RESOA,Fy18 reso a playgrounds,Design,PNS,DSF: 0000867353,False
SCA CIP RESOA,Fy18 reso a playgrounds,Construction,PNS,DSF: 0000867353,False
SCA CIP RESOA,Fy18 reso a playgrounds,"CM, F&E",PNS,DSF: 0000867353,False
DOE- RESOA,Fy18 reso a toilets-students,Construction,In-Progress,DSF: 0000867398,True
SCA CIP,Planyc boiler/planyc climate control,Scope,Complete,"DSF: 0000791125, 0000798373",False
SCA CIP,Planyc boiler/planyc climate control,Design,Complete,"DSF: 0000791125, 0000798373",False
SCA CIP,Planyc boiler/planyc climate control,Construction,PNS,"DSF: 0000791125, 0000798373",False
SCA CIP,Planyc boiler/planyc climate control,"CM, F&E",PNS,"DSF: 0000791125, 0000798373",False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Scope,PNS,DSF: 0000867234,True
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Design,PNS,DSF: 0000867234,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Construction,PNS,DSF: 0000867234,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000867234,False
SCA IEH,Ieh po18-crawl space and risor,Construction,In-Progress,DSF: 0000043066,False
DOE- RESOA,Fy17 reso a electrical systems,Construction,Complete,DSF: 0000844836,False
SCA IEH,Ieh po18-room b27,Construction,Complete,DSF: 0000048189,False
SCA IEH,Ieh po18-b31 fan room,Construction,Complete,DSF: 0000049047,False
DOE- RESOA,Fy18 reso a toilets-students,Construction,In-Progress,DSF: 0000867396,True
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000866046,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,In-Progress,DSF: 0000845527,True
DOE- RESOA,Fy16 reso a safety systems,Construction,In-Progress,DSF: 0000822788,False
SCA CIP,Concrete paved areas,Scope,Complete,DSF: 0000614358,False
SCA CIP,Concrete paved areas,Design,Complete,DSF: 0000614358,False
SCA CIP,Concrete paved areas,Construction,In-Progress,DSF: 0000614358,True
SCA CIP,Concrete paved areas,"CM, F&E",In-Progress,DSF: 0000614358,True
SCA CIP,Hazardous violation/exterior doors,Scope,Complete,"DSF: 0000021454, 0000791601",False
SCA CIP,Hazardous violation/exterior doors,Design,Complete,"DSF: 0000021454, 0000791601",False
SCA CIP,Hazardous violation/exterior doors,Construction,PNS,"DSF: 0000021454, 0000791601",False
SCA CIP,Hazardous violation/exterior doors,"CM, F&E",PNS,"DSF: 0000021454, 0000791601",False
SCA CIP RESOA,Fy18 reso a science lab upgrades,Scope,PNS,DSF: 0000866398,True
SCA CIP RESOA,Fy18 reso a science lab upgrades,Design,PNS,DSF: 0000866398,False
SCA CIP RESOA,Fy18 reso a science lab upgrades,Construction,PNS,DSF: 0000866398,False
SCA CIP RESOA,Fy18 reso a science lab upgrades,"CM, F&E",PNS,DSF: 0000866398,False
SCA EMERGENCY LIGHTI,Ll 41/16 compliance,Scope,Complete,DSF: 0000011843,False
SCA EMERGENCY LIGHTI,Ll 41/16 compliance,Design,Complete,DSF: 0000011843,True
SCA EMERGENCY LIGHTI,Ll 41/16 compliance,Construction,In-Progress,DSF: 0000011843,True
SCA EMERGENCY LIGHTI,Ll 41/16 compliance,CM,In-Progress,DSF: 0000011843,True
DOE- RESOA,Fy17 reso a auditorium  upgrade,Construction,In-Progress,DSF: 0000844830,False
DOE - SKILLED TRADES,Ada shelter compliance,Construction,In-Progress,DSF: 0000844713,False
SCA CIP,Exterior stairs,Scope,Complete,DSF: 0000411513,False
SCA CIP,Exterior stairs,Design,PNS,DSF: 0000411513,False
SCA CIP,Exterior stairs,Construction,PNS,DSF: 0000411513,False
SCA CIP,Exterior stairs,"CM, F&E",PNS,DSF: 0000411513,False
SCA CIP,West areaway drains,Scope,Complete,DSF: 0000845574,True
SCA CIP,West areaway drains,Design,In-Progress,DSF: 0000845574,True
SCA CIP,West areaway drains,Construction,PNS,DSF: 0000845574,False
SCA CIP,West areaway drains,"CM, F&E",PNS,DSF: 0000845574,False
SCA CIP,Eny playground upgrade,Construction,In-Progress,DSF: 0000865825,False
SCA CIP,Eny playground upgrade,"CM, F&E",In-Progress,DSF: 0000865825,False
SCA CIP,Eny auditorium upgrade,Scope,Complete,DSF: 0000828143,False
SCA CIP,Eny auditorium upgrade,Design,Complete,DSF: 0000828143,False
SCA CIP,Eny auditorium upgrade,Construction,In-Progress,DSF: 0000828143,False
SCA CIP,Eny auditorium upgrade,"CM, F&E",In-Progress,DSF: 0000828143,False
SCA CIP RESOA,Fy18 reso a rooftop garden,Scope,PNS,DSF: 0000866326,True
SCA CIP RESOA,Fy18 reso a rooftop garden,Design,PNS,DSF: 0000866326,False
SCA CIP RESOA,Fy18 reso a rooftop garden,Construction,PNS,DSF: 0000866326,False
SCA CIP RESOA,Fy18 reso a rooftop garden,"CM, F&E",PNS,DSF: 0000866326,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000866674,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000866674,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000866674,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000866674,False
SCA FURNITURE & EQUI,Fy17 reso a mobile science lab,F&E,PNS,DSF: 0000845610,False
SCA FURNITURE & EQUI,Fy17 reso a mobile science lab,F&E,PNS,DSF: 0000845611,False
DOE - SKILLED TRADES,Vacuum pump system replacement /steam traps,Construction,In-Progress,DSF: 0000850039,True
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000776927,True
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845308,False
DOE - SKILLED TRADES,Replace package air cooled chiller,Construction,In-Progress,DSF: 0000828470,False
DOE - SKILLED TRADES,Ctf promethean boards,Construction,In-Progress,DSF: 0000843914,False
DOE - SKILLED TRADES,Ace steam system optimization,Construction,Complete,DSF: 0000806225,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000866679,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000866679,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000866679,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000866679,False
SCA CIP RESOA,Fy18 reso a cafeteria / multipurpose room upgrade,Scope,PNS,DSF: 0000867274,True
SCA CIP RESOA,Fy18 reso a cafeteria / multipurpose room upgrade,Design,PNS,DSF: 0000867274,False
SCA CIP RESOA,Fy18 reso a cafeteria / multipurpose room upgrade,Construction,PNS,DSF: 0000867274,False
SCA CIP RESOA,Fy18 reso a cafeteria / multipurpose room upgrade,"CM, F&E",PNS,DSF: 0000867274,False
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000776938,True
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000776937,True
DOE - SKILLED TRADES,Vacuum pump system replacement/steam traps,Construction,In-Progress,DSF: 0000866184,True
SCA CIP,Elevator,Scope,Complete,DSF: 0000867183,False
SCA CIP,Elevator,Design,PNS,DSF: 0000867183,False
SCA CIP,Elevator,Construction,PNS,DSF: 0000867183,False
SCA CIP,Elevator,"CM, F&E",PNS,DSF: 0000867183,False
SCA CIP RESOA,Fy15 reso a ip surveillance camera installation,Scope,PNS,DSF: 0000801010,False
SCA CIP RESOA,Fy15 reso a ip surveillance camera installation,Design,PNS,DSF: 0000801010,False
SCA CIP RESOA,Fy15 reso a ip surveillance camera installation,Construction,PNS,DSF: 0000801010,False
SCA CIP RESOA,Fy15 reso a ip surveillance camera installation,"CM, F&E",PNS,DSF: 0000801010,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000868060,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000868060,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000868060,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000868060,False
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000776952,True
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845302,False
SCA IEH,"Ieh po18-rms 18,19,20 & 7",Construction,Complete,DSF: 0000049705,False
DIIT - PBX TELEPHONE,New/retrofit telephone/intercom sys,Purch & Install,Complete,DSF: 0000776303,True
SCA CIP,Hvac/public address system,Scope,Complete,"DSF: 0000800039, 0000800040",False
SCA CIP,Hvac/public address system,Design,Complete,"DSF: 0000800039, 0000800040",False
SCA CIP,Hvac/public address system,Construction,In-Progress,"DSF: 0000800039, 0000800040",False
SCA CIP,Hvac/public address system,"CM, F&E",In-Progress,"DSF: 0000800039, 0000800040",False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845109,False
SCA CIP,Climate control/low voltage electrical system,Scope,Complete,"DSF: 0000843863, 0000855070",False
SCA CIP,Climate control/low voltage electrical system,Design,Complete,"DSF: 0000843863, 0000855070",False
SCA CIP,Climate control/low voltage electrical system,Construction,PNS,"DSF: 0000843863, 0000855070",False
SCA CIP,Climate control/low voltage electrical system,"CM, F&E",PNS,"DSF: 0000843863, 0000855070",False
SCA CIP,Ip digital video surveillance system,Scope,Complete,DSF: 0000867051,False
SCA CIP,Ip digital video surveillance system,Design,In-Progress,DSF: 0000867051,True
SCA CIP,Ip digital video surveillance system,Construction,PNS,DSF: 0000867051,False
SCA CIP,Ip digital video surveillance system,"CM, F&E",PNS,DSF: 0000867051,False
DIIT - RESOA,Fy16 reso a technology,Purch & Install,Complete,DSF: 0000822538,True
DIIT - RESOA,Fy16 reso a technology,Purch & Install,Complete,DSF: 0000823098,True
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845108,False
SCA CIP,Ext msnry/parapet/flood/ accessibility/fire alarm,Scope,Complete,"DSF: 0000720930, 0000720933, 0000720934, 0000799910, 0000811101",False
SCA CIP,Ext msnry/parapet/flood/ accessibility/fire alarm,Design,Complete,"DSF: 0000720930, 0000720933, 0000720934, 0000799910, 0000811101",False
SCA CIP,Ext msnry/parapet/flood/ accessibility/fire alarm,Construction,In-Progress,"DSF: 0000720930, 0000720933, 0000720934, 0000799910, 0000811101",False
SCA CIP,Ext msnry/parapet/flood/ accessibility/fire alarm,"CM, F&E",In-Progress,"DSF: 0000720930, 0000720933, 0000720934, 0000799910, 0000811101",False
SCA CIP RESOA,Fy16 reso a supplemental cooling,Scope,In-Progress,DSF: 0000822710,True
SCA CIP RESOA,Fy16 reso a supplemental cooling,Design,PNS,DSF: 0000822710,False
SCA CIP RESOA,Fy16 reso a supplemental cooling,Construction,PNS,DSF: 0000822710,False
SCA CIP RESOA,Fy16 reso a supplemental cooling,"CM, F&E",PNS,DSF: 0000822710,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Scope,PNS,DSF: 0000867261,True
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Design,PNS,DSF: 0000867261,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Construction,PNS,DSF: 0000867261,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000867261,False
SCA CIP RESOA,Fy18 reso a playgrounds,Scope,PNS,DSF: 0000867345,True
SCA CIP RESOA,Fy18 reso a playgrounds,Design,PNS,DSF: 0000867345,False
SCA CIP RESOA,Fy18 reso a playgrounds,Construction,PNS,DSF: 0000867345,False
SCA CIP RESOA,Fy18 reso a playgrounds,"CM, F&E",PNS,DSF: 0000867345,False
SCA CIP,Boiler replace/elec switch upg/planyc climate ctrl,Scope,Complete,"DSF: 0000787816, 0000798344, 0000799783",False
SCA CIP,Boiler replace/elec switch upg/planyc climate ctrl,Design,Complete,"DSF: 0000787816, 0000798344, 0000799783",False
SCA CIP,Boiler replace/elec switch upg/planyc climate ctrl,Construction,In-Progress,"DSF: 0000787816, 0000798344, 0000799783",False
SCA CIP,Boiler replace/elec switch upg/planyc climate ctrl,"CM, F&E",In-Progress,"DSF: 0000787816, 0000798344, 0000799783",False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844471,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845470,False
DOE- RESOA,Fy18 reso a toilets-students,Construction,In-Progress,DSF: 0000867405,True
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000843641,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Scope,PNS,DSF: 0000867259,True
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Design,PNS,DSF: 0000867259,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Construction,PNS,DSF: 0000867259,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000867259,False
DOE- RESOA,Fy16 reso a auditorium upgrade,Construction,In-Progress,DSF: 0000822755,False
SCA CIP,Roofs/parapets/ext masonry,Scope,Complete,"DSF: 0000765244, 0000765245, 0000765246",False
SCA CIP,Roofs/parapets/ext masonry,Design,Complete,"DSF: 0000765244, 0000765245, 0000765246",False
SCA CIP,Roofs/parapets/ext masonry,Construction,Complete,"DSF: 0000765244, 0000765245, 0000765246",False
SCA CIP,Roofs/parapets/ext masonry,"CM, F&E",Complete,"DSF: 0000765244, 0000765245, 0000765246",False
SCA IEH,Ieh po18-rooms: 405/ 405a/ 411/ 412,Construction,Complete,DSF: 0000026853,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845126,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845127,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000843642,False
SCA CAPACITY,Addition,Scope,Complete,DSF: 0000798568,False
SCA CAPACITY,Addition,Design,Complete,DSF: 0000798568,False
SCA CAPACITY,Addition,Construction,In-Progress,DSF: 0000798568,False
SCA CAPACITY,Addition,"CM,Art,F&E",In-Progress,DSF: 0000798568,False
SCA CIP,Electrical work for a/c initiative,Scope,Complete,DSF: 0000888774,True
SCA CIP,Electrical work for a/c initiative,Design,In-Progress,DSF: 0000888774,True
SCA CIP,Electrical work for a/c initiative,Construction,PNS,DSF: 0000888774,False
SCA CIP,Electrical work for a/c initiative,"CM, F&E",PNS,DSF: 0000888774,False
SCA CAPACITY,Addition,Scope,Complete,DSF: 0000798200,False
SCA CAPACITY,Addition,Design,Complete,DSF: 0000798200,False
SCA CAPACITY,Addition,Construction,In-Progress,DSF: 0000798200,False
SCA CAPACITY,Addition,"CM,Art,F&E",In-Progress,DSF: 0000798200,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844485,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845080,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000866021,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000866022,True
TRUST FOR PUBLIC LAN,Fy18 reso a playgrounds,Scope,Complete,DSF: 0000866449,False
TRUST FOR PUBLIC LAN,Fy18 reso a playgrounds,Design,In-Progress,DSF: 0000866449,False
TRUST FOR PUBLIC LAN,Fy18 reso a playgrounds,Construction,PNS,DSF: 0000866449,False
TRUST FOR PUBLIC LAN,Fy18 reso a playgrounds,F&E,PNS,DSF: 0000866449,False
SCA CIP,Masonry/roofs/parapets,Scope,Complete,"DSF: 0000833964, 0000833966, 0000844152",False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000868043,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000868043,False
