,project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_status_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure
5804,27,Q215,P.S. 215 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,"CM, F&E",In-Progress,12/15/2014,10/10/2015,,84910,67306.0,66907.0,DSF: 0000745409,True
5805,27,Q215,P.S. 215 - QUEENS,SCA CIP,SOLAR PANEL,Scope,Complete,02/06/2015,06/23/2015,05/29/2015,31566,66591.0,66591.0,DSF: 0000821739,True
5806,27,Q215,P.S. 215 - QUEENS,SCA CIP,SOLAR PANEL,Design,Complete,12/21/2016,05/24/2017,05/18/2017,126263,128727.0,95376.0,DSF: 0000821739,False
5807,27,Q215,P.S. 215 - QUEENS,SCA CIP,SOLAR PANEL,Construction,In-Progress,08/14/2017,05/10/2018,,2367428,2106758.0,2378.0,DSF: 0000821739,False
5808,27,Q215,P.S. 215 - QUEENS,SCA CIP,SOLAR PANEL,"CM, F&E",In-Progress,08/14/2017,05/10/2018,,147307,30223.0,13518.0,DSF: 0000821739,False
5809,27,Q223,P.S. 223,SCA CIP,WINDOWS/EXT MASONRY/PARAPETS,Scope,Complete,06/12/2012,10/26/2012,08/10/2012,96322,68381.0,68381.0,"DSF: 0000745537, 0000775633, 0000775634",False
5810,27,Q223,P.S. 223,SCA CIP,WINDOWS/EXT MASONRY/PARAPETS,Design,Complete,09/19/2012,02/25/2013,02/25/2013,329594,364350.0,280169.0,"DSF: 0000745537, 0000775633, 0000775634",False
5811,27,Q223,P.S. 223,SCA CIP,WINDOWS/EXT MASONRY/PARAPETS,Construction,In-Progress,08/12/2013,11/04/2014,,5186297,6755740.0,4971366.0,"DSF: 0000745537, 0000775633, 0000775634",True
5812,27,Q223,P.S. 223,SCA CIP,WINDOWS/EXT MASONRY/PARAPETS,"CM, F&E",In-Progress,08/12/2013,11/04/2014,,468898,676172.0,569163.0,"DSF: 0000745537, 0000775633, 0000775634",True
5813,27,Q223,P.S. 223 - QUEENS,DOE- RESOA,FY18 RESO A TOILETS-STUDENTS,Construction,In-Progress,11/30/2017,DOER,,0,6090.0,0.0,DSF: 0000867403,True
5814,27,Q225,P.S. 317 - QUEENS,SCA CIP,SANDY: HEAT/FLOOD/ELEC/ INTERIOR/NON-SANDY:CLIMATE,Scope,Complete,02/07/2014,07/10/2014,06/04/2014,110829,125367.0,120700.0,"DSF: 0000791225, 0000791229, 0000791231, 0000791232, 0000800307",False
5815,27,Q225,P.S. 317 - QUEENS,SCA CIP,SANDY: HEAT/FLOOD/ELEC/ INTERIOR/NON-SANDY:CLIMATE,Design,Complete,06/04/2014,11/04/2014,11/26/2014,432817,780537.0,697955.0,"DSF: 0000791225, 0000791229, 0000791231, 0000791232, 0000800307",False
5816,27,Q225,P.S. 317 - QUEENS,SCA CIP,SANDY: HEAT/FLOOD/ELEC/ INTERIOR/NON-SANDY:CLIMATE,Construction,In-Progress,04/20/2015,08/11/2016,,7173358,7825664.0,5599112.0,"DSF: 0000791225, 0000791229, 0000791231, 0000791232, 0000800307",False
5817,27,Q225,P.S. 317 - QUEENS,SCA CIP,SANDY: HEAT/FLOOD/ELEC/ INTERIOR/NON-SANDY:CLIMATE,"CM, F&E",In-Progress,04/20/2015,08/11/2016,,653640,481890.0,462198.0,"DSF: 0000791225, 0000791229, 0000791231, 0000791232, 0000800307",False
5818,27,Q225,P.S. 317 - QUEENS,SCA IEH,IEH PO18-ROOM 221A,Construction,Complete,08/01/2017,IEH,09/28/2017,IEH,28594.0,3936.0,DSF: 0000047886,False
5819,27,Q225,P.S. 317 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/22/2017,01/15/2018,07/18/2017,35000,34714.0,34714.0,DSF: 0000844580,False
5820,27,Q225,P.S. 317 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/22/2017,01/15/2018,07/18/2017,45000,44663.0,44663.0,DSF: 0000845431,False
5821,27,Q226,I.S. 226 - QUEENS,SCA CIP,TCU REMOVAL AND PLAYGROUND REDEVELOPMENT,Scope,Complete,09/24/2014,12/26/2014,10/31/2014,59400,52662.0,52662.0,DSF: 0000800309,False
5822,27,Q226,I.S. 226 - QUEENS,SCA CIP,TCU REMOVAL AND PLAYGROUND REDEVELOPMENT,Design,Complete,11/17/2014,04/06/2015,05/08/2015,237600,250424.0,220540.0,DSF: 0000800309,False
5823,27,Q226,I.S. 226 - QUEENS,SCA CIP,TCU REMOVAL AND PLAYGROUND REDEVELOPMENT,Construction,In-Progress,08/22/2016,11/14/2017,,4455000,4180807.0,2832346.0,DSF: 0000800309,False
5824,27,Q226,I.S. 226 - QUEENS,SCA CIP,TCU REMOVAL AND PLAYGROUND REDEVELOPMENT,"CM, F&E",In-Progress,08/22/2016,11/14/2017,,277200,154823.0,124846.0,DSF: 0000800309,False
5825,27,Q226,I.S. 226 - QUEENS,SCA IEH,IEH PO18-ROOM 245,Construction,Complete,08/30/2017,IEH,08/31/2017,IEH,12266.0,1594.0,DSF: 0000048452,False
5826,27,Q232,P.S. 232 - QUEENS,SCA IEH,IEH PO18-BOILER ROOM,Construction,Complete,06/26/2013,IEH,08/24/2017,IEH,323.0,323.0,DSF: 0000026632,False
5827,27,Q232,P.S. 232 - QUEENS,SCA IEH,IEH PO18-ROOM 304,Construction,Complete,05/31/2017,IEH,08/05/2017,IEH,31859.0,5180.0,DSF: 0000047050,False
5828,27,Q254,P.S. 254 - QUEENS,SCA CIP,ROOF/PARAPETS/EXT MASONRY/PAVED AREA CONCRETE,Scope,Complete,10/23/2014,03/13/2015,03/12/2015,121449,167511.0,166281.0,"DSF: 0000797689, 0000820910, 0000820911, 0000820913",False
5829,27,Q254,P.S. 254 - QUEENS,SCA CIP,ROOF/PARAPETS/EXT MASONRY/PAVED AREA CONCRETE,Design,Complete,08/18/2015,01/22/2016,02/18/2016,477696,458395.0,390847.0,"DSF: 0000797689, 0000820910, 0000820911, 0000820913",False
5830,27,Q254,P.S. 254 - QUEENS,SCA CIP,ROOF/PARAPETS/EXT MASONRY/PAVED AREA CONCRETE,Construction,In-Progress,05/12/2017,08/04/2018,,8229611,7384471.0,5825.0,"DSF: 0000797689, 0000820910, 0000820911, 0000820913",False
5831,27,Q254,P.S. 254 - QUEENS,SCA CIP,ROOF/PARAPETS/EXT MASONRY/PAVED AREA CONCRETE,"CM, F&E",In-Progress,05/12/2017,08/04/2018,,672097,70493.0,44063.0,"DSF: 0000797689, 0000820910, 0000820911, 0000820913",False
5832,27,Q262,P.S. 306 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/11/2017,01/15/2018,09/12/2017,40000,39691.0,39691.0,DSF: 0000845430,False
5833,27,Q335,P.S. 335 - QUEENS,SCA Capacity,NEW SCHOOL,Scope,Complete,09/03/2013,01/22/2014,02/11/2014,1772125,1701133.0,1700120.0,DSF: 0000417420,False
5834,27,Q335,P.S. 335 - QUEENS,SCA Capacity,NEW SCHOOL,Design,Complete,02/12/2014,09/02/2014,01/13/2015,5670800,6542075.0,6239717.0,DSF: 0000417420,False
5835,27,Q335,P.S. 335 - QUEENS,SCA Capacity,NEW SCHOOL,Construction,Complete,08/20/2015,12/06/2017,11/30/2017,79532970,74077361.0,71287696.0,DSF: 0000417420,False
5836,27,Q335,P.S. 335 - QUEENS,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",Complete,08/20/2015,12/06/2017,11/30/2017,11199830,8675279.0,7094880.0,DSF: 0000417420,False
5837,27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP,LIBRARY UPGRADE,Scope,Complete,12/16/2015,04/19/2016,04/19/2016,24660,47161.0,47161.0,DSF: 0000843675,False
5838,27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP,LIBRARY UPGRADE,Design,Complete,06/06/2016,10/20/2016,10/20/2016,98640,189511.0,188712.0,DSF: 0000843675,True
5839,27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP,LIBRARY UPGRADE,Construction,In-Progress,03/06/2017,03/05/2018,,1849500,1689798.0,1293445.0,DSF: 0000843675,False
5840,27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP,LIBRARY UPGRADE,"CM, F&E",In-Progress,03/06/2017,03/05/2018,,338245,401409.0,148675.0,DSF: 0000843675,False
5841,27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP,RENEWAL SCHOOL BASED HEALTH CENTER,Scope,Complete,02/11/2016,05/11/2016,04/28/2016,25230,25910.0,25910.0,DSF: 0000843890,False
5842,27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP,RENEWAL SCHOOL BASED HEALTH CENTER,Design,Complete,04/28/2016,08/29/2016,07/07/2016,100920,109289.0,101450.0,DSF: 0000843890,False
5843,27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP,RENEWAL SCHOOL BASED HEALTH CENTER,Construction,Complete,10/11/2016,08/06/2017,08/06/2017,1892250,1775109.0,1654153.0,DSF: 0000843890,False
5844,27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP,RENEWAL SCHOOL BASED HEALTH CENTER,"CM, F&E",Complete,10/11/2016,08/06/2017,08/06/2017,138040,193447.0,174586.0,DSF: 0000843890,False
5845,27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP,PLANYC BOILER/PLANYC CLIMATE CONTROL,Scope,Complete,05/18/2017,10/19/2017,08/28/2017,153826,110856.0,103426.0,"DSF: 0000798303, 0000798305",False
5846,27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP,PLANYC BOILER/PLANYC CLIMATE CONTROL,Design,In-Progress,09/05/2017,02/08/2018,,615303,615303.0,226535.0,"DSF: 0000798303, 0000798305",True
5847,27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP,PLANYC BOILER/PLANYC CLIMATE CONTROL,Construction,PNS,PNS,PNS,PNS,11536931,11536931.0,617.0,"DSF: 0000798303, 0000798305",False
5848,27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP,PLANYC BOILER/PLANYC CLIMATE CONTROL,"CM, F&E",PNS,PNS,PNS,PNS,717853,717853.0,20352.0,"DSF: 0000798303, 0000798305",False
5849,27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,10/11/2017,02/12/2018,10/25/2017,10231,2799.0,2799.0,DSF: 0000867056,False
5850,27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,10/25/2017,04/24/2018,,37514,37514.0,11196.0,DSF: 0000867056,False
5851,27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,PNS,PNS,PNS,PNS,397309,397309.0,0.0,DSF: 0000867056,False
5852,27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",PNS,PNS,PNS,PNS,145875,145875.0,1548.0,DSF: 0000867056,False
5853,27,Q400,AUGUST MARTIN HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Scope,Complete,09/12/2003,09/12/2003,09/12/2003,720,170.0,170.0,DSF: 0000012008,True
5854,27,Q400,AUGUST MARTIN HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Design,Complete,12/01/2004,05/15/2005,04/18/2005,2600,9846.0,9846.0,DSF: 0000012008,True
5855,27,Q400,AUGUST MARTIN HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,In-Progress,08/25/2006,05/31/2007,,77000,119040.0,114534.0,DSF: 0000012008,True
5856,27,Q400,AUGUST MARTIN HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,In-Progress,08/25/2006,05/31/2007,,12240,30639.0,30639.0,DSF: 0000012008,True
5857,27,Q400,AUGUST MARTIN HS - QUEENS,SCA IEH,IEH PO18-B72,Construction,Complete,01/07/2016,IEH,10/19/2017,IEH,4278.0,4278.0,DSF: 0000039507,False
5858,22,K194,P.S. 194 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,132000,132000.0,0.0,DSF: 0000866701,False
5859,22,K194,P.S. 194 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000866701,False
5860,22,K194,P.S. 194 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867248,True
5861,22,K194,P.S. 194 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,PNS,PNS,PNS,PNS,13500,13500.0,0.0,DSF: 0000867248,False
5862,22,K194,P.S. 194 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,198000,198000.0,0.0,DSF: 0000867248,False
5863,22,K194,P.S. 194 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,13500,13500.0,0.0,DSF: 0000867248,False
5864,22,K194,P.S. 194 - BROOKLYN,SCA IEH,IEH PO18-RM 315,Construction,Complete,05/08/2017,IEH,08/20/2017,IEH,78725.0,4062.0,DSF: 0000046607,False
5865,22,K194,P.S. 194 - BROOKLYN,SCA IEH,"IEH PO18-RMS 317,313,311,309,362",Construction,In-Progress,10/19/2017,IEH,,IEH,116468.0,2466.0,DSF: 0000049027,False
5866,22,K194,P.S. 194 - BROOKLYN,DOE- RESOA,FY15 RESO A ELECTRICAL SYSTEMS,Construction,PNS,PNS,PNS,PNS,125000,125000.0,0.0,DSF: 0000800450,False
5867,22,K194,P.S. 194 - BROOKLYN,DOE- RESOA,FY 14 RESO A CAFETERIA UPGRADE,Construction,PNS,PNS,PNS,PNS,35000,35000.0,0.0,DSF: 0000801041,False
5868,22,K194,P.S. 194 - BROOKLYN,DOE- RESOA,FY17 RESO A TOILETS-STUDENTS,Construction,In-Progress,02/10/2017,DOER,,125000,152403.0,152403.0,DSF: 0000844849,False
5869,22,K195,P.S. 195 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,236757.0,0.0,DSF: 0000776804,True
5870,22,K195,P.S. 195 - BROOKLYN,DOE- RESOA,FY12 RESO A ROOM CONVERSION/PARTITI,Construction,In-Progress,08/30/2016,DOER,,86330,86330.0,86330.0,DSF: 0000843696,False
5871,22,K197,P.S. 197 - BROOKLYN,SCA CIP,EXT MASONRY/PARAPETS/ROOFS/WINDOWS/FLOOD/PIPING,Scope,Complete,08/04/2015,04/28/2016,11/25/2015,236092,141792.0,141058.0,"DSF: 0000848400, 0000848402, 0000848403, 0000866190, 0000866191, 0000888808",False
5872,22,K197,P.S. 197 - BROOKLYN,SCA CIP,EXT MASONRY/PARAPETS/ROOFS/WINDOWS/FLOOD/PIPING,Design,Complete,04/25/2017,10/25/2017,10/02/2017,939017,439247.0,424028.0,"DSF: 0000848400, 0000848402, 0000848403, 0000866190, 0000866191, 0000888808",False
5873,22,K197,P.S. 197 - BROOKLYN,SCA CIP,EXT MASONRY/PARAPETS/ROOFS/WINDOWS/FLOOD/PIPING,Construction,PNS,PNS,PNS,PNS,17126421,17126421.0,45088.0,"DSF: 0000848400, 0000848402, 0000848403, 0000866190, 0000866191, 0000888808",False
5874,22,K197,P.S. 197 - BROOKLYN,SCA CIP,EXT MASONRY/PARAPETS/ROOFS/WINDOWS/FLOOD/PIPING,"CM, F&E",PNS,PNS,PNS,PNS,1171312,1171312.0,18600.0,"DSF: 0000848400, 0000848402, 0000848403, 0000866190, 0000866191, 0000888808",False
5875,22,K197,P.S. 197 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866702,True
5876,22,K197,P.S. 197 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,17100,17100.0,0.0,DSF: 0000866702,False
5877,22,K197,P.S. 197 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,250800,250800.0,0.0,DSF: 0000866702,False
5878,22,K197,P.S. 197 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,17100,17100.0,0.0,DSF: 0000866702,False
5879,22,K197,P.S. 197 - BROOKLYN,SCA IEH,IEH PO18-2ND FL HALLWAY,Construction,Complete,04/06/2017,IEH,08/12/2017,IEH,84542.0,5052.0,DSF: 0000046165,False
5880,22,K197,P.S. 197 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,04/25/2017,01/15/2018,09/07/2017,158000,156814.0,156814.0,DSF: 0000845102,False
5881,22,K197,P.S. 197 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,08/30/2017,DOES,,DOES,170000.0,1373.0,DSF: 0000865969,False
5882,22,K198,P.S. 198 - BROOKLYN,SCA CIP,TCU REMOVAL AND PLAYGROUND,Scope,Complete,04/25/2014,07/25/2014,06/20/2014,18464,26822.0,26822.0,DSF: 0000799532,False
5883,22,K198,P.S. 198 - BROOKLYN,SCA CIP,TCU REMOVAL AND PLAYGROUND,Design,Complete,06/25/2014,11/10/2014,04/22/2015,73858,109381.0,107581.0,DSF: 0000799532,False
5884,22,K198,P.S. 198 - BROOKLYN,SCA CIP,TCU REMOVAL AND PLAYGROUND,Construction,Complete,08/11/2016,08/10/2017,08/31/2017,1384836,1278301.0,1156333.0,DSF: 0000799532,False
5885,22,K198,P.S. 198 - BROOKLYN,SCA CIP,TCU REMOVAL AND PLAYGROUND,"CM, F&E",Complete,08/11/2016,08/10/2017,08/31/2017,86168,155090.0,154159.0,DSF: 0000799532,False
5886,22,K203,P.S. 203 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866713,True
5887,22,K203,P.S. 203 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,9900,9900.0,0.0,DSF: 0000866713,False
5888,22,K203,P.S. 203 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,145200,145200.0,0.0,DSF: 0000866713,False
5889,22,K203,P.S. 203 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,9900,9900.0,0.0,DSF: 0000866713,False
5890,22,K203,P.S. 203 - BROOKLYN,SCA IEH,"IEH PO18-RMS 109,108,212",Construction,In-Progress,09/20/2017,IEH,,IEH,103702.0,6694.0,DSF: 0000048668,False
5891,22,K203,P.S. 203 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,02/01/2017,DOEL,06/21/2017,DOEL,1105.0,1105.0,DSF:,False
5892,22,K203,P.S. 203 - BROOKLYN,DOE- RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,In-Progress,02/10/2017,DOER,,135000,97829.0,97829.0,DSF: 0000844850,False
5893,22,K206,P.S. 206 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,02/01/2017,DOEL,11/09/2017,DOEL,30668.0,30668.0,DSF:,False
5894,22,K206,P.S. 206 - BROOKLYN,DOE- RESOA,FY17 RESO A ELECTRICAL SYSTEMS,Construction,In-Progress,08/21/2017,DOER,,460653,460653.0,460104.0,DSF: 0000844172,False
5895,22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866692,True
5896,22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,18600,18600.0,0.0,DSF: 0000866692,False
5897,22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,272800,272800.0,0.0,DSF: 0000866692,False
5898,22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,18600,18600.0,0.0,DSF: 0000866692,False
5899,22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867249,True
5900,22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000867249,False
5901,22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,132000,132000.0,0.0,DSF: 0000867249,False
5902,22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000867249,False
5903,22,K207,P.S. 207 - BROOKLYN,SCA IEH,IEH PO18-WATER LINE IN BASEMENT WATER METER ROOM,Construction,Complete,10/02/2017,IEH,10/14/2017,IEH,17550.0,3526.0,DSF: 0000048785,False
5904,22,K207,P.S. 207 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,280442.0,0.0,DSF: 0000776815,True
5905,22,K217,P.S. 217 - BROOKLYN,SCA CIP,EXT MASONRY/FLOOD/WINDOWS/PARAPETS,Scope,Complete,11/19/2013,04/08/2014,09/24/2014,167299,127599.0,127595.0,"DSF: 0000758598, 0000781142, 0000781143, 0000804446",False
5906,22,K217,P.S. 217 - BROOKLYN,SCA CIP,EXT MASONRY/FLOOD/WINDOWS/PARAPETS,Design,Complete,04/13/2015,09/11/2015,10/06/2015,665739,450240.0,342769.0,"DSF: 0000758598, 0000781142, 0000781143, 0000804446",False
5907,22,K217,P.S. 217 - BROOKLYN,SCA CIP,EXT MASONRY/FLOOD/WINDOWS/PARAPETS,Construction,In-Progress,08/21/2017,08/20/2019,,12172215,10977615.0,42091.0,"DSF: 0000758598, 0000781142, 0000781143, 0000804446",False
5908,22,K217,P.S. 217 - BROOKLYN,SCA CIP,EXT MASONRY/FLOOD/WINDOWS/PARAPETS,"CM, F&E",In-Progress,08/21/2017,08/20/2019,,825689,121484.0,121325.0,"DSF: 0000758598, 0000781142, 0000781143, 0000804446",False
5909,22,K217,P.S. 217 - BROOKLYN,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Scope,Complete,01/30/2017,03/28/2017,03/16/2017,0,8302.0,8302.0,DSF: 0000844789,False
5910,22,K217,P.S. 217 - BROOKLYN,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Design,PNS,PNS,PNS,PNS,15000,14082.0,1153.0,DSF: 0000844789,False
5911,22,K217,P.S. 217 - BROOKLYN,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Construction,PNS,PNS,PNS,PNS,220000,328302.0,0.0,DSF: 0000844789,False
5912,22,K217,P.S. 217 - BROOKLYN,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",PNS,PNS,PNS,PNS,15000,22384.0,0.0,DSF: 0000844789,False
5913,22,K222,P.S. 222 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866703,True
5914,22,K222,P.S. 222 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000866703,False
5915,22,K222,P.S. 222 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,132000,132000.0,0.0,DSF: 0000866703,False
5916,22,K222,P.S. 222 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000866703,False
5917,22,K222,P.S. 222 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/05/2017,01/15/2018,10/05/2017,125000,124055.0,124055.0,DSF: 0000845263,False
5918,22,K222,P.S. 222 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,02/02/2017,DOEL,09/06/2017,DOEL,585.0,585.0,DSF:,False
5919,22,K222,P.S. 222 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,08/30/2017,DOES,,DOES,170000.0,2263.0,DSF: 0000865975,False
5920,22,K234,I.S. 234 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSION,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867187,True
5921,22,K234,I.S. 234 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSION,Design,PNS,PNS,PNS,PNS,24120,24120.0,0.0,DSF: 0000867187,False
5922,22,K234,I.S. 234 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,353760,353760.0,0.0,DSF: 0000867187,False
5923,22,K234,I.S. 234 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSION,"CM, F&E",PNS,PNS,PNS,PNS,24120,24120.0,0.0,DSF: 0000867187,False
5924,22,K234,I.S. 234 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/05/2017,01/15/2018,10/13/2017,125000,124062.0,124062.0,DSF: 0000844257,False
5925,22,K234,I.S. 234 - BROOKLYN,DOE- RESOA,FY17 RESO A FITNESS CENTER UPGRADE,Construction,In-Progress,04/11/2017,DOER,,125000,125000.0,32163.0,DSF: 0000844779,False
5926,22,K236,P.S. 236 - BROOKLYN,SCA CIP,EXT MASONRY/ROOFS/PARAPETS/FLOOD/TCU/IRON FENCE,Scope,Complete,03/21/2013,02/28/2017,01/05/2017,276878,235969.0,207667.0,"DSF: 0000775684, 0000781499, 0000781500, 0000804795, 0000844159, 0000849125",False
5927,22,K236,P.S. 236 - BROOKLYN,SCA CIP,EXT MASONRY/ROOFS/PARAPETS/FLOOD/TCU/IRON FENCE,Design,Complete,01/23/2017,07/24/2017,05/17/2017,1099028,539737.0,527482.0,"DSF: 0000775684, 0000781499, 0000781500, 0000804795, 0000844159, 0000849125",False
5928,22,K236,P.S. 236 - BROOKLYN,SCA CIP,EXT MASONRY/ROOFS/PARAPETS/FLOOD/TCU/IRON FENCE,Construction,PNS,PNS,PNS,PNS,19845789,19845789.0,283499.0,"DSF: 0000775684, 0000781499, 0000781500, 0000804795, 0000844159, 0000849125",False
