project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_phase_actual_start_date,project_phase_planned_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure,borough,over_budget_percentage,over_budget_amount,start_and_planned_end_diff
Q276,Q075 SPED - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-06-21,2017-10-30,75000.0,74435.0,74435.0,DSF: 0000845527,True,queens,1.0,565.0,131.0
Q277,P.S. 182 - QUEENS,DOE- RESOA,FY16 RESO A SAFETY SYSTEMS,Construction,2017-08-19,,65000.0,12702.0,12702.0,DSF: 0000822788,False,queens,80.0,52298.0,
Q440,FOREST HILLS HS,SCA CIP,CONCRETE PAVED AREAS,Construction,2010-07-12,2011-09-04,3930505.0,10273555.0,10374395.0,DSF: 0000614358,True,queens,-164.0,-6443890.0,419.0
Q440,FOREST HILLS HS,SCA CIP,CONCRETE PAVED AREAS,"CM, F&E",2010-07-12,2011-09-04,277040.0,2563479.0,2452817.0,DSF: 0000614358,True,queens,-785.0,-2175777.0,419.0
Q440,FOREST HILLS HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,2006-05-16,2007-05-31,77000.0,137800.0,134836.0,DSF: 0000011843,True,queens,-75.0,-57836.0,380.0
Q440,FOREST HILLS HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,2006-05-16,2007-05-31,12240.0,25107.0,25107.0,DSF: 0000011843,True,queens,-105.0,-12867.0,380.0
Q440,FOREST HILLS HS - QUEENS,DOE- RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,2017-07-10,,118438.0,118438.0,118438.0,DSF: 0000844830,False,queens,0.0,0.0,
Q440,FOREST HILLS HS - QUEENS,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,2016-09-30,,,44144.0,44144.0,DSF: 0000844713,False,queens,,,
Q470,QUEENS COLLEGIATE SCHOOL,SCA CIP,WEST AREAWAY DRAINS,Design,2016-11-02,2017-04-07,55000.0,55000.0,5150.0,DSF: 0000845574,True,queens,91.0,49850.0,156.0
K298,P.S. 298 - BROOKLYN,SCA CIP,ENY PLAYGROUND UPGRADE,Construction,2017-06-29,2018-07-29,393304.0,350579.0,6926.0,DSF: 0000865825,False,brooklyn,98.0,386378.0,395.0
K298,P.S. 298 - BROOKLYN,SCA CIP,ENY PLAYGROUND UPGRADE,"CM, F&E",2017-06-29,2018-07-29,91152.0,43331.0,13732.0,DSF: 0000865825,False,brooklyn,85.0,77420.0,395.0
K298,I.S. 363 - BROOKLYN,SCA CIP,ENY AUDITORIUM UPGRADE,Construction,2017-06-30,2018-02-24,521162.0,471314.0,21743.0,DSF: 0000828143,False,brooklyn,96.0,499419.0,239.0
K298,I.S. 363 - BROOKLYN,SCA CIP,ENY AUDITORIUM UPGRADE,"CM, F&E",2017-06-30,2018-02-24,120784.0,51827.0,21761.0,DSF: 0000828143,False,brooklyn,82.0,99023.0,239.0
K298,P.S. 298 - BROOKLYN,DOE - Skilled Trades,VACUUM PUMP SYSTEM REPLACEMENT /STEAM TRAPS,Construction,2017-07-05,,,215534.0,0.0,DSF: 0000850039,True,brooklyn,,,
K327,P.S. 327 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,265404.0,0.0,DSF: 0000776927,True,brooklyn,,,190.0
K327,K396 SPED - BROOKLYN,DOE - Skilled Trades,REPLACE PACKAGE AIR COOLED CHILLER,Construction,2015-10-07,,,286988.0,75000.0,DSF: 0000828470,False,brooklyn,,,
K332,CHRISTOPHER AVENUE COMMUNITY S,DOE - Skilled Trades,CTF PROMETHEAN BOARDS,Construction,2016-08-22,,,28870.0,28870.0,DSF: 0000843914,False,brooklyn,,,
K356,I.S. 392 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,327513.0,0.0,DSF: 0000776938,True,brooklyn,,,190.0
K356,P.S. 156 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,327513.0,0.0,DSF: 0000776937,True,brooklyn,,,190.0
K356,P.S. 156 - BROOKLYN,DOE - Skilled Trades,VACUUM PUMP SYSTEM REPLACEMENT/STEAM TRAPS,Construction,2017-05-25,,,296313.0,0.0,DSF: 0000866184,True,brooklyn,,,
K396,K396 SPED - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,265404.0,0.0,DSF: 0000776952,True,brooklyn,,,190.0
Q005,I.S. 5 - QUEENS,SCA CIP,HVAC/PUBLIC ADDRESS SYSTEM,Construction,2016-01-19,2017-01-17,5298750.0,6838616.0,4300363.0,"DSF: 0000800039, 0000800040",False,queens,19.0,998387.0,364.0
Q005,I.S. 5 - QUEENS,SCA CIP,HVAC/PUBLIC ADDRESS SYSTEM,"CM, F&E",2016-01-19,2017-01-17,329700.0,286400.0,172368.0,"DSF: 0000800039, 0000800040",False,queens,48.0,157332.0,364.0
Q007,P.S. 7 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-10-02,2018-04-02,48372.0,48372.0,7319.0,DSF: 0000867051,True,queens,85.0,41053.0,182.0
Q009,Q009 SPED - QUEENS,SCA CIP,EXT MSNRY/PARAPET/FLOOD/ ACCESSIBILITY/FIRE ALARM,Construction,2017-08-14,2019-08-13,12250024.0,11111030.0,866675.0,"DSF: 0000720930, 0000720933, 0000720934, 0000799910, 0000811101",False,queens,93.0,11383349.0,729.0
Q009,Q009 SPED - QUEENS,SCA CIP,EXT MSNRY/PARAPET/FLOOD/ ACCESSIBILITY/FIRE ALARM,"CM, F&E",2017-08-14,2019-08-13,1033920.0,117699.0,97272.0,"DSF: 0000720930, 0000720933, 0000720934, 0000799910, 0000811101",False,queens,91.0,936648.0,729.0
Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Scope,2017-11-28,2018-04-02,0.0,830.0,830.0,DSF: 0000822710,True,queens,-inf,-830.0,125.0
Q012,P.S. 12 - QUEENS,SCA CIP,BOILER REPLACE/ELEC SWITCH UPG/PLANYC CLIMATE CTRL,Construction,2016-04-29,2017-10-20,6646424.0,6052341.0,4215774.0,"DSF: 0000787816, 0000798344, 0000799783",False,queens,37.0,2430650.0,539.0
Q012,P.S. 12 - QUEENS,SCA CIP,BOILER REPLACE/ELEC SWITCH UPG/PLANYC CLIMATE CTRL,"CM, F&E",2016-04-29,2017-10-20,529830.0,286449.0,239198.0,"DSF: 0000787816, 0000798344, 0000799783",False,queens,55.00000000000001,290632.0,539.0
Q012,P.S. 12 - QUEENS,DOE- RESOA,FY18 RESO A TOILETS-STUDENTS,Construction,2017-11-30,,0.0,6090.0,0.0,DSF: 0000867405,True,queens,,0.0,
Q012,P.S. 12 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2016-12-23,,,83138.0,83138.0,DSF: 0000843641,False,queens,,,
Q013,P.S. 13 - QUEENS,DOE- RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,2017-08-23,,100000.0,188387.0,188387.0,DSF: 0000822755,False,queens,-88.0,-88387.0,
Q014,P.S. 14 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2016-12-27,,,125283.0,125283.0,DSF: 0000843642,False,queens,,,
Q019,P.S. 19 - QUEENS,SCA Capacity,ADDITION,Construction,2016-07-18,2019-06-17,107141924.0,97171330.0,42139303.0,DSF: 0000798568,False,queens,61.0,65002621.0,1064.0
Q019,P.S. 19 - QUEENS,SCA Capacity,ADDITION,"CM,Art,F&E",2016-07-18,2019-06-17,15087722.0,6131441.0,1172108.0,DSF: 0000798568,False,queens,92.0,13915614.0,1064.0
Q019,P.S. 19 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,2017-11-15,2018-04-19,13509.0,13509.0,0.0,DSF: 0000888774,True,queens,100.0,13509.0,155.0
Q049,P.S. 49 - QUEENS,SCA Capacity,ADDITION,Construction,2015-12-22,2017-12-18,35381148.0,33096938.0,31499499.0,DSF: 0000798200,False,queens,11.0,3881649.0,727.0
Q049,P.S. 49 - QUEENS,SCA Capacity,ADDITION,"CM,Art,F&E",2015-12-22,2017-12-18,4982372.0,4403907.0,3675224.0,DSF: 0000798200,False,queens,26.0,1307148.0,727.0
Q049,P.S. 49 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-08,,,170000.0,3382.0,DSF: 0000866021,False,queens,,,
Q058,P.S. 58 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-08,,,152729.0,0.0,DSF: 0000866022,True,queens,,,
Q058,P.S. 58 - QUEENS,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,Design,2017-10-05,2018-06-15,90000.0,90000.0,0.0,DSF: 0000866449,False,queens,100.0,90000.0,253.0
Q470,JAMAICA GATEWAY TO THE SCIENCE,SCA IEH,IEH PO18-VARIOUS,Construction,2017-10-05,,,1066.0,566.0,DSF: 0000048868,False,queens,,,
Q470,HILLSIDE ACADEMY FOR ARTS AND,DOE- RESOA,FY15 RESO A ROOM CONVERSIONS / PART,Construction,2015-11-30,,100000.0,68412.0,68412.0,DSF: 0000800472,False,queens,32.0,31588.0,
Q470,QUEENS COLLEGIATE SCHOOL - QUE,DOE - Skilled Trades,CAFETERIA SERVING LINE,Construction,2014-11-26,,,450000.0,900.0,DSF: 0000821614,False,queens,,,
Q505,HILLCREST HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,2006-06-14,2007-05-31,77000.0,57758.0,57570.0,DSF: 0000011995,True,queens,25.0,19430.0,351.0
Q505,HILLCREST HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,2006-06-14,2007-05-31,12240.0,20272.0,20272.0,DSF: 0000011995,True,queens,-66.0,-8032.0,351.0
Q505,HILLCREST H.S.,DCAS/NYPA,HIGH EFFICIENCY LIGHTING SYSTEM,Construction,2015-04-13,2018-06-28,2159794.0,2159794.0,2159794.0,DSF:,False,queens,0.0,0.0,1172.0
Q505,HILLCREST HS - QUEENS,DOE - Skilled Trades,CAFETERIA SERVING LINE,Construction,2015-01-15,,,625030.0,625030.0,DSF: 0000821631,False,queens,,,
Q505,HILLCREST HS - QUEENS,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,2017-05-08,,,55785.0,55785.0,DSF: 0000865869,False,queens,,,
Q595,PATHWAYS TO GRADUATION - Q,SCA CIP,EXTERIOR MASONRY,Design,2017-09-06,2018-02-09,36034.0,43527.0,23798.0,DSF: 0000844149,True,queens,34.0,12236.0,156.0
Q620,THOMAS A. EDISON HS - Q,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,2017-06-28,2018-01-23,481094.0,388781.0,5631.0,DSF: 0000844840,False,queens,99.0,475463.0,209.0
Q620,THOMAS A. EDISON HS - Q,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,"CM, F&E",2017-06-28,2018-01-23,36100.0,49740.0,6943.0,DSF: 0000844840,False,queens,81.0,29157.0,209.0
Q620,THOMAS A. EDISON HS - Q,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,2006-06-21,2007-04-30,77000.0,32054.0,31951.0,DSF: 0000011996,True,queens,59.0,45049.0,313.0
Q620,THOMAS A. EDISON HS - Q,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,2006-06-21,2007-04-30,12240.0,9846.0,9846.0,DSF: 0000011996,True,queens,20.0,2394.0,313.0
Q620,THOMAS A. EDISON HS - Q,DOE- RESOA,FY16 RESO A AUTOMOTIVE GATES,Construction,2016-08-09,,119825.0,119825.0,122989.0,DSF: 0000822791,False,queens,-3.0,-3164.0,
Q680,YOUNG WOMENS' LEADERSHIP SCHL,SCA CIP,ROOF STRUCTURAL DAMAGE/EXTERIOR MASONRY,Construction,2017-06-26,2018-12-17,1753037.0,1647315.0,316914.0,"DSF: 0000815239, 0000837276",False,queens,82.0,1436123.0,539.0
Q680,YOUNG WOMENS' LEADERSHIP SCHL,SCA CIP,ROOF STRUCTURAL DAMAGE/EXTERIOR MASONRY,"CM, F&E",2017-06-26,2018-12-17,182711.0,114787.0,85129.0,"DSF: 0000815239, 0000837276",False,queens,53.0,97582.0,539.0
Q686,QUEENS METROPOLITAN HIGH SCHL,SCA CIP RESOA,FY16 RESO A GREEN ROOF,Design,2017-12-13,2018-05-16,21300.0,20103.0,4787.0,DSF: 0000823594,True,queens,78.0,16513.0,154.0
Q686,QUEENS METROPOLITAN HIGH SCHOO,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,2016-12-28,,,60008.0,21275.0,DSF: 0000865871,False,queens,,,
Q695,QUEENS GATEWAY TO HEALTH SCIEN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,2017-04-17,,,35470.0,35470.0,DSF: 0000865872,False,queens,,,
Q732,SPECIAL EDUCATION - QUEENS,SCA IEH,IEH PO18-CUBICLE #48,Construction,2017-08-25,,,3134.0,134.0,DSF: 0000048367,False,queens,,,
Q033,P.S. 33 - QUEENS,SCA CIP,ROOF REPAIR/PARAPETS/EXTERIOR MASONRY,Construction,2016-09-13,2018-03-06,9985848.0,9248003.0,6866078.0,"DSF: 0000788137, 0000788138, 0000811451",False,queens,31.0,3119770.0,539.0
Q033,P.S. 33 - QUEENS,SCA CIP,ROOF REPAIR/PARAPETS/EXTERIOR MASONRY,"CM, F&E",2016-09-13,2018-03-06,708845.0,304273.0,234032.0,"DSF: 0000788137, 0000788138, 0000811451",False,queens,67.0,474813.0,539.0
Q035,P.S. 035 NATHANIEL WOODHULL,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-12-07,2018-01-15,35000.0,34736.0,34736.0,DSF: 0000844479,True,queens,1.0,264.0,39.0
Q037,P.S. 37 - QUEENS,SCA CIP,FLOOD/FA/EXT MASONRY/ELEVATOR/PARAPETS/FLOOD,Construction,2017-07-18,2019-04-08,16918073.0,15333173.0,264349.0,"DSF: 0000777242, 0000788218, 0000811529, 0000833628, 0000833629, 0000844042",False,queens,98.0,16653724.0,629.0
Q037,P.S. 37 - QUEENS,SCA CIP,FLOOD/FA/EXT MASONRY/ELEVATOR/PARAPETS/FLOOD,"CM, F&E",2017-07-18,2019-04-08,1320918.0,158006.0,145279.0,"DSF: 0000777242, 0000788218, 0000811529, 0000833628, 0000833629, 0000844042",False,queens,89.0,1175639.0,629.0
Q037,P.S. 37 - QUEENS,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,26072.0,0.0,DSF: 0000777140,False,queens,,,190.0
Q038,P.S. 038 ROSEDALE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-11-17,2018-02-05,100000.0,99248.0,99248.0,DSF: 0000845359,True,queens,1.0,752.0,80.0
Q052,P.S. 52 - QUEENS,SCA CIP,WATER PENETRATION/PARAPETS,Construction,2017-05-08,2018-05-07,1947408.0,1888474.0,538414.0,"DSF: 0000788418, 0000865816",False,queens,72.0,1408994.0,364.0
Q052,P.S. 52 - QUEENS,SCA CIP,WATER PENETRATION/PARAPETS,"CM, F&E",2017-05-08,2018-05-07,193550.0,119696.0,103410.0,"DSF: 0000788418, 0000865816",False,queens,47.0,90140.0,364.0
K040,GOTHAM PROFESSIONAL ARTS ACAD,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,176804.0,0.0,DSF: 0000776681,True,brooklyn,,,190.0
K057,J.H.S. 57 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,102481.0,0.0,DSF: 0000776699,True,brooklyn,,,190.0
K262,P.S. 262 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,274650.0,0.0,DSF: 0000776867,True,brooklyn,,,190.0
K304,YOUNG SCHOLAR'S ACADEMY - BKLN,SCA CIP,STRUCTURAL DEFECTS/EXT MASONRY,Construction,2017-08-14,2018-11-06,4249125.0,3900139.0,105669.0,"DSF: 0000782597, 0000805894",False,brooklyn,98.0,4143456.0,449.0
K304,YOUNG SCHOLAR'S ACADEMY - BKLN,SCA CIP,STRUCTURAL DEFECTS/EXT MASONRY,"CM, F&E",2017-08-14,2018-11-06,264390.0,49256.0,49256.0,"DSF: 0000782597, 0000805894",False,brooklyn,81.0,215134.0,449.0
K324,I.S. 267 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,285165.0,0.0,DSF: 0000776926,True,brooklyn,,,190.0
K335,P.S. 335 - BROOKLYN,SCA IEH,SOIL INVESTIGATION AND REMEDIATION,Construction,2016-02-18,,,136131.0,93557.0,DSF: 0000843733,False,brooklyn,,,
K335,P.S. 335 - BROOKLYN,DOE- RESOA,FY16 RESO A STEAM LAB,Construction,2017-05-05,,350000.0,97273.0,97273.0,DSF: 0000822375,False,brooklyn,72.0,252727.0,
K455,BOYS & GIRLS HS - BROOKLYN,DOE- RESOA,FY14 RESO A AUDITORIUM UPGRADE,Construction,2015-06-18,,200000.0,200000.0,0.0,DSF: 0000798712,False,brooklyn,100.0,200000.0,
K455,BOYS & GIRLS HS - BROOKLYN,DOE - Skilled Trades,CAFETERIA SERVING LINES,Construction,2017-09-15,,,450000.0,0.0,DSF: 0000821598,True,brooklyn,,,
K455,BOYS & GIRLS HS - BROOKLYN,DOE - Skilled Trades,SMARTBOARDS,Construction,2016-04-08,,,117874.0,117874.0,DSF: 0000844051,False,brooklyn,,,
K455,BOYS & GIRLS HS - BROOKLYN,DOE - Skilled Trades,SCIENCE DEMO & PREP ROOM UPGRADES,Construction,2017-07-07,,,1000000.0,695491.0,DSF: 0000844052,False,brooklyn,,,
K002,I.S. 2 - BROOKLYN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,2017-07-25,,,36729.0,36729.0,DSF: 0000865884,False,brooklyn,,,
K002,I.S. 2 - BROOKLYN,DOE - Skilled Trades,REPLACE VACUUM CONDENSATE PUMP AND STEAM TRAP,Construction,2016-11-15,,,201486.0,201486.0,DSF: 0000866182,False,brooklyn,,,
K022,P.S. 705 - BROOKLYN,DOE- RESOA,FY16 RESO A LIBRARY UPGRADE,Construction,2016-10-26,,229000.0,229000.0,62207.0,DSF: 0000822744,False,brooklyn,73.0,166793.0,
K061,I.S. 61 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-08-30,,,170000.0,835.0,DSF: 0000865958,False,brooklyn,,,
K092,P.S. 92 - BROOKLYN,SCA IEH,"IEH PO18-BASEMENT CORRIDOR, RMS B4,B6,B7",Construction,2017-05-31,,,50092.0,7886.0,DSF: 0000047046,False,brooklyn,,,
K092,P.S. 92 - BROOKLYN,SCA IEH,IEH PO18-2ND FL CORRIDOR 1906/1950 WING INCLUDING,Construction,2017-11-27,,,12254.0,2554.0,DSF: 0000049490,False,brooklyn,,,
K138,P.S. 138 - BROOKLYN,SCA IEH,"IEH PO18-RMS 300,301,302,304,309,308A/B,405,406,40",Construction,2017-05-03,,,54643.0,19915.0,DSF: 0000046525,False,brooklyn,,,
K138,P.S. 138 - BROOKLYN,SCA IEH,IEH PO18-SMARTBOARD IN RM 328,Construction,2017-05-05,,,13251.0,3657.0,DSF: 0000046568,False,brooklyn,,,
K138,P.S. 138 - BROOKLYN,SCA IEH,IEH PO18-PRE-K RM 131,Construction,2017-08-25,,,14130.0,3333.0,DSF: 0000048389,False,brooklyn,,,
K138,P.S. 138 - BROOKLYN,SCA IEH,IEH PO18-RMS 403 & 404 BETWEEN CLASSROOM WINDOWS,Construction,2017-12-27,,,0.0,0.0,DSF: 0000049905,True,brooklyn,,,
K138,P.S. 138 - BROOKLYN,DOE - Skilled Trades,REPLACE BOILER ROOM VACUUM CONDENSATE PUMP & STEAM,Construction,2017-05-16,,,189761.0,187013.0,DSF: 0000847528,False,brooklyn,,,
K161,P.S. 161 - BROOKLYN,SCA CIP,FLOOD ELIMINATION,Construction,2017-05-24,2018-10-05,2472750.0,2258254.0,189569.0,DSF: 0000803429,False,brooklyn,92.0,2283181.0,499.0
K161,P.S. 161 - BROOKLYN,SCA CIP,FLOOD ELIMINATION,"CM, F&E",2017-05-24,2018-10-05,153860.0,298030.0,297130.0,DSF: 0000803429,False,brooklyn,-93.0,-143270.0,499.0
K161,P.S. 161 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,304442.0,0.0,DSF: 0000776775,False,brooklyn,,,190.0
K167,P.S. 167 - BROOKLYN,SCA CIP,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS,Construction,2017-08-14,2019-05-05,11367000.0,10368455.0,37625.0,"DSF: 0000780227, 0000803544, 0000803545",False,brooklyn,100.0,11329375.0,629.0
K167,P.S. 167 - BROOKLYN,SCA CIP,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS,"CM, F&E",2017-08-14,2019-05-05,707280.0,39809.0,39465.0,"DSF: 0000780227, 0000803544, 0000803545",False,brooklyn,94.0,667815.0,629.0
K167,P.S. 167 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,260721.0,0.0,DSF: 0000776778,True,brooklyn,,,190.0
K181,P.S. 181 - BROOKLYN,DOE- RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,2017-05-01,,144345.0,144345.0,105976.0,DSF: 0000822880,False,brooklyn,27.0,38369.0,
K189,P.S. 189 - BROOKLYN,SCA IEH,IEH PO18-8 STAIRCASE LANDINGS A&B,Construction,2017-05-08,,,34020.0,3426.0,DSF: 0000046597,False,brooklyn,,,
Q052,P.S. 52 - QUEENS,DIIT - Project Conne,DATA/VOICE & WIRELESS NETWORK CABLE,Purch & Install,2009-02-06,2016-02-01,,837633.0,837633.0,DSF: 0000800163,False,queens,,,2551.0
Q059,I.S. 59 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-10-19,2018-04-18,41257.0,41257.0,9812.0,DSF: 0000867053,False,queens,76.0,31445.0,181.0
Q059,I.S. 59 - QUEENS,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,29943.0,0.0,DSF: 0000777142,True,queens,,,190.0
Q095,P.S. 95 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-01-13,,,251145.0,251145.0,DSF: 0000812410,False,queens,,,
Q109,I.S. 109 - QUEENS,SCA CIP RESOA,FY15 RESO A SCIENCE LAB UPGRADES,Construction,2017-03-06,2018-03-05,490567.0,464777.0,213944.0,DSF: 0000800481,False,queens,56.00000000000001,276623.0,364.0
Q109,I.S. 109 - QUEENS,SCA CIP RESOA,FY15 RESO A SCIENCE LAB UPGRADES,"CM, F&E",2017-03-06,2018-03-05,68049.0,90824.0,41781.0,DSF: 0000800481,False,queens,39.0,26268.0,364.0
Q116,P.S. 116 - QUEENS,SCA CIP,EXT MASONRY/ROOFS/CONCRETE ROOF DECK/PARAPETS,Construction,2015-11-16,2017-05-08,9928160.0,11183006.0,9972261.0,"DSF: 0000766746, 0000789417, 0000789420, 0000800108",False,queens,-0.0,-44101.0,539.0
Q116,P.S. 116 - QUEENS,SCA CIP,EXT MASONRY/ROOFS/CONCRETE ROOF DECK/PARAPETS,"CM, F&E",2015-11-16,2017-05-08,756800.0,703102.0,669143.0,"DSF: 0000766746, 0000789417, 0000789420, 0000800108",False,queens,12.0,87657.0,539.0
Q116,P.S. 116 - QUEENS,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,2017-02-08,,,450.0,450.0,DSF:,False,queens,,,
Q131,P.S. 131 - QUEENS,SCA Capacity,ADDITION,Design,2017-09-11,2018-03-16,4361180.0,4361180.0,108562.0,DSF: 0000843904,True,queens,98.0,4252618.0,186.0
Q131,P.S. 131 - QUEENS,SCA Capacity,EARLY DRYWELL PACKAGE,Construction,2017-07-24,2017-09-01,2012150.0,1839578.0,646516.0,DSF: 0000843904,True,queens,68.0,1365634.0,39.0
Q131,P.S. 131 - QUEENS,SCA Capacity,EARLY DRYWELL PACKAGE,"CM,Art,F&E",2017-07-24,2017-09-01,283351.0,285338.0,199748.0,DSF: 0000843904,True,queens,30.0,83603.0,39.0
Q131,P.S. 131 - QUEENS,SCA CIP,ROOFS/EXT MASONRY/PARAPETS,Construction,2017-07-17,2018-07-16,6423505.0,5793796.0,307250.0,"DSF: 0000812976, 0000812977, 0000812978",False,queens,95.0,6116255.0,364.0
Q131,P.S. 131 - QUEENS,SCA CIP,ROOFS/EXT MASONRY/PARAPETS,"CM, F&E",2017-07-17,2018-07-16,520679.0,103460.0,92409.0,"DSF: 0000812976, 0000812977, 0000812978",False,queens,82.0,428270.0,364.0
Q131,P.S. 131 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-11,,,170000.0,835.0,DSF: 0000866032,False,queens,,,
Q134,P.S. 134 - QUEENS,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,2017-02-08,,,500.0,0.0,DSF:,True,queens,,,
Q136,P.S. 136 - QUEENS,SCA IEH,IEH PO18-KITCHEN STAFF ROOM,Construction,2017-12-15,,,14821.0,3660.0,DSF: 0000049786,False,queens,,,
Q136,P.S. 136 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-11,,,170000.0,1311.0,DSF: 0000866033,False,queens,,,
Q138,P.S. 138 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-11,,,170000.0,971.0,DSF: 0000866034,False,queens,,,
Q147,P.S. 147 - QUEENS,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Design,2017-06-28,2017-11-14,18000.0,32455.0,21269.0,DSF: 0000844888,True,queens,-18.0,-3269.0,139.0
Q147,P.S. 147 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-11,,,170000.0,1348.0,DSF: 0000866038,False,queens,,,
Q156,P.S. 156 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Construction,2017-04-10,2018-07-03,3684375.0,3388927.0,1062546.0,DSF: 0000843953,False,queens,71.0,2621829.0,449.0
Q156,P.S. 156 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,"CM, F&E",2017-04-10,2018-07-03,229250.0,226338.0,207144.0,DSF: 0000843953,False,queens,10.0,22106.0,449.0
Q176,P.S. 176 - QUEENS,SCA Capacity,ADDITION,Construction,2014-05-13,2017-05-01,56527875.0,54175225.0,52459345.0,DSF: 0000752887,False,queens,7.000000000000001,4068530.0,1084.0
Q176,P.S. 176 - QUEENS,SCA Capacity,ADDITION,"CM,Art,F&E",2014-05-13,2017-05-01,7385815.0,5991964.0,4935140.0,DSF: 0000752887,False,queens,33.0,2450675.0,1084.0
Q181,P.S. 181 - QUEENS,SCA CIP,FLOORS & WALLS/ROOFS/PARAPETS/EXT MASONRY/FLOOD,Construction,2017-02-27,2018-08-20,5550070.0,4961572.0,3402086.0,"DSF: 0000821590, 0000835909, 0000835911, 0000844111, 0000844112",False,queens,39.0,2147984.0,539.0
