project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure,project_type_SCA,project_type_CIP,project_type_DIIT,project_type_DOE,project_type_DOES,project_type_DOER,project_type_RESOA,project_type_IEH,project_type_PRE-K,project_type_DCAS,project_type_FAST_TRACK_PROJECTS,borough,over_budget_percentage,over_budget_amount,start_and_planned_end_diff
K396,K396 SPED - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,,,PNS,6840.0,6840.0,0.0,DSF: 0000868060,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,6840.0,
K396,K396 SPED - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,,,PNS,100320.0,100320.0,0.0,DSF: 0000868060,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,100320.0,
K396,K396 SPED - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",,,PNS,6840.0,6840.0,0.0,DSF: 0000868060,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,6840.0,
Q007,P.S. 7 - QUEENS,SCA CIP,CLIMATE CONTROL/LOW VOLTAGE ELECTRICAL SYSTEM,Construction,,,PNS,11590106.0,11590106.0,0.0,"DSF: 0000843863, 0000855070",False,1,1,0,0,0,0,0,0,0,0,0,queens,100.0,11590106.0,
Q007,P.S. 7 - QUEENS,SCA CIP,CLIMATE CONTROL/LOW VOLTAGE ELECTRICAL SYSTEM,"CM, F&E",,,PNS,721162.0,721162.0,5213.0,"DSF: 0000843863, 0000855070",False,1,1,0,0,0,0,0,0,0,0,0,queens,99.0,715949.0,
Q007,P.S. 7 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,,,PNS,512298.0,512298.0,0.0,DSF: 0000867051,False,1,1,0,0,0,0,0,0,0,0,0,queens,100.0,512298.0,
Q007,P.S. 7 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",,,PNS,169208.0,169208.0,246.0,DSF: 0000867051,False,1,1,0,0,0,0,0,0,0,0,0,queens,100.0,168962.0,
Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Design,,,PNS,54000.0,53170.0,3320.0,DSF: 0000822710,False,1,1,0,0,0,0,1,0,0,0,0,queens,94.0,50680.0,
Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Construction,,,PNS,792000.0,792000.0,0.0,DSF: 0000822710,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,792000.0,
Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,"CM, F&E",,,PNS,54000.0,54000.0,0.0,DSF: 0000822710,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,54000.0,
Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867261,True,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,,,PNS,36000.0,36000.0,0.0,DSF: 0000867261,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,36000.0,
Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,,,PNS,528000.0,528000.0,0.0,DSF: 0000867261,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,528000.0,
Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",,,PNS,36000.0,36000.0,0.0,DSF: 0000867261,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,36000.0,
Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867345,True,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Design,,,PNS,6000.0,6000.0,0.0,DSF: 0000867345,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,6000.0,
Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Construction,,,PNS,88000.0,88000.0,0.0,DSF: 0000867345,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,88000.0,
Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,"CM, F&E",,,PNS,6000.0,6000.0,0.0,DSF: 0000867345,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,6000.0,
Q013,P.S. 13 - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867259,True,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q013,P.S. 13 - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,,,PNS,18000.0,18000.0,0.0,DSF: 0000867259,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,18000.0,
Q013,P.S. 13 - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,,,PNS,264000.0,264000.0,0.0,DSF: 0000867259,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,264000.0,
Q013,P.S. 13 - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",,,PNS,18000.0,18000.0,0.0,DSF: 0000867259,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,18000.0,
Q019,P.S. 19 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,,,PNS,143076.0,143076.0,0.0,DSF: 0000888774,False,1,1,0,0,0,0,0,0,0,0,0,queens,100.0,143076.0,
Q019,P.S. 19 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,"CM, F&E",,,PNS,33159.0,33159.0,0.0,DSF: 0000888774,False,1,1,0,0,0,0,0,0,0,0,0,queens,100.0,33159.0,
Q058,P.S. 58 - QUEENS,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,Construction,,,PNS,300000.0,300000.0,0.0,DSF: 0000866449,False,0,0,0,0,0,0,0,0,0,0,0,queens,100.0,300000.0,
Q058,P.S. 58 - QUEENS,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,F&E,,,PNS,81000.0,81000.0,0.0,DSF: 0000866449,False,0,0,0,0,0,0,0,0,0,0,0,queens,100.0,81000.0,
Q470,HILLSIDE ACADEMY FOR ARTS AND,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000868043,True,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q470,HILLSIDE ACADEMY FOR ARTS AND,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,,,PNS,57300.0,57300.0,0.0,DSF: 0000868043,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,57300.0,
Q470,HILLSIDE ACADEMY FOR ARTS AND,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,,,PNS,840400.0,840400.0,0.0,DSF: 0000868043,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,840400.0,
Q470,HILLSIDE ACADEMY FOR ARTS AND,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",,,PNS,57300.0,57300.0,0.0,DSF: 0000868043,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,57300.0,
Q595,PATHWAYS TO GRADUATION - Q,SCA CIP,EXTERIOR MASONRY,Construction,,,PNS,381637.0,381637.0,0.0,DSF: 0000844149,False,1,1,0,0,0,0,0,0,0,0,0,queens,100.0,381637.0,
Q595,PATHWAYS TO GRADUATION - Q,SCA CIP,EXTERIOR MASONRY,"CM, F&E",,,PNS,88448.0,88448.0,3347.0,DSF: 0000844149,False,1,1,0,0,0,0,0,0,0,0,0,queens,96.0,85101.0,
Q620,THOMAS A. EDISON HS - Q,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000866409,True,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q620,THOMAS A. EDISON HS - Q,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,,,PNS,24000.0,24000.0,0.0,DSF: 0000866409,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,24000.0,
Q620,THOMAS A. EDISON HS - Q,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,,,PNS,352000.0,352000.0,0.0,DSF: 0000866409,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,352000.0,
Q620,THOMAS A. EDISON HS - Q,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",,,PNS,24000.0,24000.0,0.0,DSF: 0000866409,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,24000.0,
Q620,THOMAS A. EDISON HS - Q,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,,,PNS,0.0,34.0,34.0,DSF: 0000867225,False,1,1,0,0,0,0,1,0,0,0,0,queens,-inf,-34.0,
Q620,THOMAS A. EDISON HS - Q,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Design,,,PNS,17700.0,17666.0,137.0,DSF: 0000867225,False,1,1,0,0,0,0,1,0,0,0,0,queens,99.0,17563.0,
Q620,THOMAS A. EDISON HS - Q,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Construction,,,PNS,259600.0,259600.0,0.0,DSF: 0000867225,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,259600.0,
Q620,THOMAS A. EDISON HS - Q,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,"CM, F&E",,,PNS,17700.0,17700.0,0.0,DSF: 0000867225,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,17700.0,
Q686,QUEENS METROPOLITAN HIGH SCHL,SCA CIP RESOA,FY16 RESO A GREEN ROOF,Construction,,,PNS,312400.0,312400.0,0.0,DSF: 0000823594,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,312400.0,
Q686,QUEENS METROPOLITAN HIGH SCHL,SCA CIP RESOA,FY16 RESO A GREEN ROOF,"CM, F&E",,,PNS,21300.0,21300.0,0.0,DSF: 0000823594,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,21300.0,
Q686,QUEENS METROPOLITAN HIGH SCHL,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000866330,False,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q686,QUEENS METROPOLITAN HIGH SCHL,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,,,PNS,12000.0,12000.0,0.0,DSF: 0000866330,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,12000.0,
Q686,QUEENS METROPOLITAN HIGH SCHL,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,,,PNS,176000.0,176000.0,0.0,DSF: 0000866330,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,176000.0,
Q686,QUEENS METROPOLITAN HIGH SCHL,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",,,PNS,12000.0,12000.0,0.0,DSF: 0000866330,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,12000.0,
Q686,QUEENS METROPOLITAN HIGH SCHOO,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867308,False,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q686,QUEENS METROPOLITAN HIGH SCHOO,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Design,,,PNS,6000.0,6000.0,0.0,DSF: 0000867308,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,6000.0,
Q686,QUEENS METROPOLITAN HIGH SCHOO,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Construction,,,PNS,88000.0,88000.0,0.0,DSF: 0000867308,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,88000.0,
Q686,QUEENS METROPOLITAN HIGH SCHOO,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,"CM, F&E",,,PNS,6000.0,6000.0,0.0,DSF: 0000867308,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,6000.0,
Q686,QUEENS METROPOLITAN HIGH SCHOO,DOE- RESOA,FY14 RESO A ROOM CONVERSIONS / PART,Construction,,,PNS,125000.0,125000.0,0.0,DSF: 0000798834,False,0,0,0,1,0,0,1,0,0,0,0,queens,100.0,125000.0,
Q695,GATEWAY HEALTH & SCIENCES H.S.,DOE- RESOA,FY12 RESO A- CONVERT STORAGE SPACE,Construction,,,PNS,50000.0,50000.0,0.0,DSF: 0000732169,False,0,0,0,1,0,0,1,0,0,0,0,queens,100.0,50000.0,
Q015,P.S. 15 - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867201,True,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q015,P.S. 15 - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,,,PNS,15000.0,15000.0,0.0,DSF: 0000867201,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,15000.0,
Q015,P.S. 15 - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,,,PNS,220000.0,220000.0,0.0,DSF: 0000867201,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,220000.0,
Q015,P.S. 15 - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",,,PNS,15000.0,15000.0,0.0,DSF: 0000867201,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,15000.0,
Q033,P.S. 33 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Construction,,,PNS,1584554.0,1584554.0,22634.0,DSF: 0000843952,False,1,1,0,0,0,0,0,0,0,0,0,queens,99.0,1561920.0,
Q033,P.S. 33 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,"CM, F&E",,,PNS,98594.0,98594.0,8918.0,DSF: 0000843952,False,1,1,0,0,0,0,0,0,0,0,0,queens,91.0,89676.0,
Q036,P.S. 36 - QUEENS,SCA CIP,PLANYC CLIMATE CTRL/PLANYC BOILER CONVERSION,Construction,,,PNS,6339941.0,6339941.0,29594.0,"DSF: 0000788193, 0000798270",False,1,1,0,0,0,0,0,0,0,0,0,queens,100.0,6310347.0,
Q036,P.S. 36 - QUEENS,SCA CIP,PLANYC CLIMATE CTRL/PLANYC BOILER CONVERSION,"CM, F&E",,,PNS,570840.0,570840.0,18635.0,"DSF: 0000788193, 0000798270",False,1,1,0,0,0,0,0,0,0,0,0,queens,97.0,552205.0,
Q036,P.S. 36 - QUEENS,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867303,True,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q036,P.S. 36 - QUEENS,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Design,,,PNS,15000.0,15000.0,0.0,DSF: 0000867303,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,15000.0,
Q036,P.S. 36 - QUEENS,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Construction,,,PNS,220000.0,220000.0,0.0,DSF: 0000867303,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,220000.0,
Q036,P.S. 36 - QUEENS,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,"CM, F&E",,,PNS,15000.0,15000.0,0.0,DSF: 0000867303,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,15000.0,
Q036,P.S. 36 - QUEENS,SCA CIP RESOA,FY18 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,,,PNS,0.0,884.0,884.0,DSF: 0000867320,False,1,1,0,0,0,0,1,0,0,0,0,queens,-inf,-884.0,
Q036,P.S. 36 - QUEENS,SCA CIP RESOA,FY18 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,,,PNS,24000.0,23116.0,3537.0,DSF: 0000867320,False,1,1,0,0,0,0,1,0,0,0,0,queens,85.0,20463.0,
Q036,P.S. 36 - QUEENS,SCA CIP RESOA,FY18 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Construction,,,PNS,352000.0,352000.0,0.0,DSF: 0000867320,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,352000.0,
Q036,P.S. 36 - QUEENS,SCA CIP RESOA,FY18 RESO A IP SURVEILLANCE CAMERA INSTALLATION,"CM, F&E",,,PNS,68494.0,44494.0,0.0,DSF: 0000867320,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,68494.0,
Q037,P.S. 37 - QUEENS,SCA CIP,PLANYC BOILER/PLANYC CLIMATE CONTROL,Construction,,,PNS,6930736.0,6930736.0,13235.0,"DSF: 0000788217, 0000798349",False,1,1,0,0,0,0,0,0,0,0,0,queens,100.0,6917501.0,
Q037,P.S. 37 - QUEENS,SCA CIP,PLANYC BOILER/PLANYC CLIMATE CONTROL,"CM, F&E",,,PNS,431246.0,431246.0,13350.0,"DSF: 0000788217, 0000798349",False,1,1,0,0,0,0,0,0,0,0,0,queens,97.0,417896.0,
Q037,P.S. 37 - QUEENS,SCA CIP RESOA,FY18 RESO A LOW-VOLTAGE ELECTRICAL SYSTEMS,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867328,True,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q037,P.S. 37 - QUEENS,SCA CIP RESOA,FY18 RESO A LOW-VOLTAGE ELECTRICAL SYSTEMS,Design,,,PNS,15000.0,15000.0,0.0,DSF: 0000867328,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,15000.0,
Q037,P.S. 37 - QUEENS,SCA CIP RESOA,FY18 RESO A LOW-VOLTAGE ELECTRICAL SYSTEMS,Construction,,,PNS,220000.0,220000.0,0.0,DSF: 0000867328,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,220000.0,
Q037,P.S. 37 - QUEENS,SCA CIP RESOA,FY18 RESO A LOW-VOLTAGE ELECTRICAL SYSTEMS,"CM, F&E",,,PNS,15000.0,15000.0,0.0,DSF: 0000867328,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,15000.0,
K040,DISTRICT OFFICE #21 - BROOKLYN,SCA CIP RESOA,FY13 RESO A SUPPLEMENTAL COOLING,Design,,,PNS,4500.0,5624.0,5624.0,DSF: 0000754731,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,-25.0,-1124.0,
K040,DISTRICT OFFICE #21 - BROOKLYN,SCA CIP RESOA,FY13 RESO A SUPPLEMENTAL COOLING,Construction,,,PNS,66000.0,66000.0,0.0,DSF: 0000754731,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,66000.0,
K040,DISTRICT OFFICE #21 - BROOKLYN,SCA CIP RESOA,FY13 RESO A SUPPLEMENTAL COOLING,"CM, F&E",,,PNS,4500.0,4500.0,0.0,DSF: 0000754731,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,4500.0,
K057,BROOKLYN EMERGING LEADERS ACAD,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000866673,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,,0.0,
K057,BROOKLYN EMERGING LEADERS ACAD,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,,,PNS,7800.0,7800.0,0.0,DSF: 0000866673,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,7800.0,
K057,BROOKLYN EMERGING LEADERS ACAD,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,,,PNS,114400.0,114400.0,0.0,DSF: 0000866673,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,114400.0,
K057,BROOKLYN EMERGING LEADERS ACAD,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",,,PNS,7800.0,7800.0,0.0,DSF: 0000866673,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,7800.0,
K304,BRIGHTER CHOICE COMMUN SCHL -,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867431,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,,0.0,
K304,BRIGHTER CHOICE COMMUN SCHL -,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,,,PNS,3000.0,3000.0,0.0,DSF: 0000867431,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,3000.0,
K304,BRIGHTER CHOICE COMMUN SCHL -,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,,,PNS,44000.0,44000.0,0.0,DSF: 0000867431,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,44000.0,
K304,BRIGHTER CHOICE COMMUN SCHL -,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",,,PNS,3000.0,3000.0,0.0,DSF: 0000867431,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,3000.0,
K304,BRIGHTER CHOICE COMMUN SCHL -,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000868051,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,,0.0,
K304,BRIGHTER CHOICE COMMUN SCHL -,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,,,PNS,12840.0,12840.0,0.0,DSF: 0000868051,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,12840.0,
K304,BRIGHTER CHOICE COMMUN SCHL -,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,,,PNS,188320.0,188320.0,0.0,DSF: 0000868051,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,188320.0,
K304,BRIGHTER CHOICE COMMUN SCHL -,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",,,PNS,12840.0,12840.0,0.0,DSF: 0000868051,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,12840.0,
K308,P.S. 308 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867430,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,,0.0,
K308,P.S. 308 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,,,PNS,3000.0,3000.0,0.0,DSF: 0000867430,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,3000.0,
K308,P.S. 308 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,,,PNS,44000.0,44000.0,0.0,DSF: 0000867430,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,44000.0,
K308,P.S. 308 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",,,PNS,3000.0,3000.0,0.0,DSF: 0000867430,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,3000.0,
K308,P.S. 308 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000868059,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,,0.0,
K308,P.S. 308 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,,,PNS,3720.0,3720.0,0.0,DSF: 0000868059,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,3720.0,
K308,P.S. 308 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,,,PNS,54560.0,54560.0,0.0,DSF: 0000868059,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,54560.0,
K308,P.S. 308 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",,,PNS,3720.0,3720.0,0.0,DSF: 0000868059,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,3720.0,
K309,P.S. 309 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000866694,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,,0.0,
K309,P.S. 309 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,,,PNS,13200.0,13200.0,0.0,DSF: 0000866694,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,13200.0,
K309,P.S. 309 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,,,PNS,193600.0,193600.0,0.0,DSF: 0000866694,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,193600.0,
K309,P.S. 309 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",,,PNS,13200.0,13200.0,0.0,DSF: 0000866694,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,13200.0,
K335,P.S. 335 - BROOKLYN,SCA CIP,PARTIAL ACESSIBILITY,Construction,,,PNS,788792.0,788792.0,17888.0,DSF: 0000845614,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,98.0,770904.0,
K335,P.S. 335 - BROOKLYN,SCA CIP,PARTIAL ACESSIBILITY,"CM, F&E",,,PNS,182810.0,182810.0,9947.0,DSF: 0000845614,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,95.0,172863.0,
K455,BOYS & GIRLS HS - BROOKLYN,SCA CIP,REPLACE CHILLERS & COOLING TOWERS,Construction,,,PNS,3584094.0,3584094.0,534.0,DSF: 0000829074,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,100.0,3583560.0,
K455,BOYS & GIRLS HS - BROOKLYN,SCA CIP,REPLACE CHILLERS & COOLING TOWERS,"CM, F&E",,,PNS,223010.0,223010.0,5017.0,DSF: 0000829074,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,98.0,217993.0,
K455,BOYS & GIRLS HS - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867359,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,,0.0,
K455,BOYS & GIRLS HS - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Design,,,PNS,6000.0,6000.0,0.0,DSF: 0000867359,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,6000.0,
