project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_status_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure
29,Q147,P.S. 147 - QUEENS,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Design,In-Progress,06/28/2017,11/14/2017,,18000,32455.0,21269.0,DSF: 0000844888,True
29,Q147,P.S. 147 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/11/2017,DOES,,DOES,170000.0,1348.0,DSF: 0000866038,False
29,Q156,P.S. 156 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Construction,In-Progress,04/10/2017,07/03/2018,,3684375,3388927.0,1062546.0,DSF: 0000843953,False
29,Q156,P.S. 156 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,"CM, F&E",In-Progress,04/10/2017,07/03/2018,,229250,226338.0,207144.0,DSF: 0000843953,False
29,Q176,P.S. 176 - QUEENS,SCA Capacity,ADDITION,Construction,In-Progress,05/13/2014,05/01/2017,,56527875,54175225.0,52459345.0,DSF: 0000752887,False
29,Q176,P.S. 176 - QUEENS,SCA Capacity,ADDITION,"CM,Art,F&E",In-Progress,05/13/2014,05/01/2017,,7385815,5991964.0,4935140.0,DSF: 0000752887,False
29,Q181,P.S. 181 - QUEENS,SCA CIP,FLOORS & WALLS/ROOFS/PARAPETS/EXT MASONRY/FLOOD,Construction,In-Progress,02/27/2017,08/20/2018,,5550070,4961572.0,3402086.0,"DSF: 0000821590, 0000835909, 0000835911, 0000844111, 0000844112",False
29,Q181,P.S. 181 - QUEENS,SCA CIP,FLOORS & WALLS/ROOFS/PARAPETS/EXT MASONRY/FLOOD,"CM, F&E",In-Progress,02/27/2017,08/20/2018,,819700,341057.0,313665.0,"DSF: 0000821590, 0000835909, 0000835911, 0000844111, 0000844112",False
29,Q192,I.S. 192 THE LINDEN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,12/07/2017,01/15/2018,,35000,34738.0,34738.0,DSF: 0000844452,True
29,Q192,I.S. 192 THE LINDEN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,12/07/2017,01/15/2018,,45000,44555.0,44555.0,DSF: 0000845321,True
29,Q192,PATHWAYS COLL. PREP SCHOOL - Q,DOE- RESOA,FY16 RESO A FLOORS,Construction,In-Progress,07/13/2017,DOER,,50000,49880.0,49880.0,DSF: 0000822822,False
29,Q195,P.S. 195 - QUEENS,Fast Track Projects,EMERGENCY PROTECTIVE MEASURES - HURRICANE SANDY,Construction,In-Progress,02/20/2013,FTK,,FTK,100000.0,0.0,DSF: 0000768035,True
29,Q195,P.S. 195 - QUEENS,DOE- RESOA,FY14 RESO A PLAYGROUND REDEVELOPMEN,Construction,In-Progress,09/30/2014,DOER,,400000,400000.0,0.0,DSF: 0000798677,False
29,Q231,I.S. 231 - QUEENS,DOE- RESOA,FY16 RESO A ROOM CONVERSIONS / PARTITIONING,Construction,In-Progress,07/15/2016,DOER,,300000,167993.0,167993.0,DSF: 0000822912,False
17,K189,P.S. 189 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,12/16/2016,DOES,,DOES,189936.0,189936.0,DSF: 0000803898,False
17,K189,P.S. 189 - BROOKLYN,DOE - Skilled Trades,AC INITIATIVE,Construction,In-Progress,11/02/2017,DOES,,DOES,97530.0,97136.0,DSF: 0000867105,False
17,K191,P.S. 191 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Construction,In-Progress,05/08/2017,01/17/2019,,3974355,3609897.0,747644.0,"DSF: 0000803935, 0000826342, 0000844012",False
17,K191,P.S. 191 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,"CM, F&E",In-Progress,05/08/2017,01/17/2019,,445937,155620.0,155076.0,"DSF: 0000803935, 0000826342, 0000844012",False
17,K210,I.S. 394 - BROOKLYN,SCA CIP,WATER PENETRATION,Construction,In-Progress,10/10/2017,10/09/2018,,1029860,903955.0,11115.0,DSF: 0000798593,False
17,K210,I.S. 394 - BROOKLYN,SCA CIP,WATER PENETRATION,"CM, F&E",In-Progress,10/10/2017,10/09/2018,,238680,38445.0,38445.0,DSF: 0000798593,False
17,K210,I.S. 394 - BROOKLYN,Fast Track Projects,CTF ROOM CONVERSION,Construction,In-Progress,10/26/2016,FTK,,FTK,486782.0,441102.0,DSF: 0000844089,False
17,K210,I.S. 394 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,08/30/2017,DOES,,DOES,170000.0,631.0,DSF: 0000865972,False
17,K241,P.S. 241 - BROOKLYN,DOE- RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,12/05/2016,DOER,,150000,47993.0,47993.0,DSF: 0000822703,False
17,K246,I.S. 246 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,537406.0,0.0,DSF: 0000776855,True
17,K249,P.S. 249 - BROOKLYN,SCA CIP,LOW VOLT/PLANYC CLIMATE CTRL/PLANYC BOILER CONV,Construction,In-Progress,10/10/2017,04/02/2019,,8850375,8016416.0,102699.0,"DSF: 0000781711, 0000798267, 0000827389",False
17,K249,P.S. 249 - BROOKLYN,SCA CIP,LOW VOLT/PLANYC CLIMATE CTRL/PLANYC BOILER CONV,"CM, F&E",In-Progress,10/10/2017,04/02/2019,,550689,58747.0,58316.0,"DSF: 0000781711, 0000798267, 0000827389",False
17,K249,P.S. 249 - BROOKLYN,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,In-Progress,02/16/2017,DOES,,DOES,65431.0,65431.0,DSF: 0000805018,False
17,K249,P.S. 249 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,07/20/2015,DOES,,DOES,508.0,456.0,DSF: 0000805019,False
17,K289,P.S. 289 - BROOKLYN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,09/01/2016,DOES,,DOES,76925.0,59703.0,DSF: 0000844717,False
17,K320,P.S. 375 - BROOKLYN,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Construction,In-Progress,02/21/2017,08/14/2018,,7052683,6580977.0,885977.0,"DSF: 0000798261, 0000798262",False
17,K320,P.S. 375 - BROOKLYN,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,"CM, F&E",In-Progress,02/21/2017,08/14/2018,,611324,144114.0,143721.0,"DSF: 0000798261, 0000798262",False
17,K390,M.S. 354 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,Construction,In-Progress,07/12/2017,10/04/2018,,7210152,7012667.0,588872.0,"DSF: 0000783145, 0000798298",False
17,K390,M.S. 354 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,"CM, F&E",In-Progress,07/12/2017,10/04/2018,,448632,92248.0,92248.0,"DSF: 0000783145, 0000798298",False
17,K390,M.S. 354 - BROOKLYN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,12/27/2017,06/22/2018,,13681,13681.0,7123.0,DSF: 0000868114,False
17,K390,M.S. 354 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,130360.0,0.0,DSF: 0000776948,True
17,K390,M.S. 334 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,130360.0,0.0,DSF: 0000776947,True
17,K398,P.S. 398 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,08/30/2017,DOES,,DOES,170000.0,1404.0,DSF: 0000865988,False
17,K440,THE INTERNATIONAL HS - BKLYN,SCA CIP,MASONRY/WINDOWS/PARAPETS/ROOFS/FLOOD ELIMINAITON,Construction,In-Progress,01/17/2017,01/16/2019,,23554126,21296993.0,4006699.0,"DSF: 0000828988, 0000828990, 0000828991, 0000828992, 0000843949",False
17,K440,THE INTERNATIONAL HS - BKLYN,SCA CIP,MASONRY/WINDOWS/PARAPETS/ROOFS/FLOOD ELIMINAITON,"CM, F&E",In-Progress,01/17/2017,01/16/2019,,1465590,298733.0,298527.0,"DSF: 0000828988, 0000828990, 0000828991, 0000828992, 0000843949",False
17,K440,THE INTERNATIONAL HS - BROOKLY,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,78680.0,0.0,DSF: 0000776977,True
17,K440,HS FOR GLOBAL CITIZENSHIP - K,DOE- RESOA,FY16 RESO A SCIENCE LAB UPGRADES,Construction,In-Progress,03/10/2017,DOER,,125000,101269.0,101269.0,DSF: 0000822286,False
17,K457,BROOKLYN ACADEMY HS - BROOKLYN,DOE - Skilled Trades,WATER HEATER REPLACEMENT,Construction,In-Progress,02/07/2017,DOES,,DOES,67435.0,0.0,DSF: 0000866085,False
17,K465,I.S. 382 - BROOKLYN,SCA CIP,IP SURVEILLANCE CAMERAS,Construction,In-Progress,08/14/2017,06/09/2018,,629477,550476.0,50496.0,DSF: 0000843847,False
17,K465,I.S. 382 - BROOKLYN,SCA CIP,IP SURVEILLANCE CAMERAS,"CM, F&E",In-Progress,08/14/2017,06/09/2018,,378349,254646.0,27012.0,DSF: 0000843847,False
17,K465,I.S. 382 - BROOKLYN,SCA CIP,STRUCTURAL DEFECTS AND ROOF,Design,In-Progress,07/06/2017,12/11/2017,,85178,85178.0,7354.0,DSF: 0000829121,True
29,Q238,I.S. 238 - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,In-Progress,12/01/2005,06/25/2006,,77000,74523.0,74523.0,DSF: 0000011999,True
29,Q238,I.S. 238 - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,In-Progress,12/01/2005,06/25/2006,,12240,23416.0,23416.0,DSF: 0000011999,True
29,Q238,I.S. 238 - QUEENS,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,30744.0,0.0,DSF: 0000777158,True
29,Q263,P.S. /I.S 295 - QUEENS,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,22027.0,0.0,DSF: 0000777161,True
29,Q270,P.S. / I.S. 270 - QUEENS,SCA CIP,DEFECTIVE PARAPETS/EXT MASONRY/ROOFS,Construction,In-Progress,10/17/2016,01/09/2018,,6038902,5455027.0,2934444.0,"DSF: 0000797701, 0000800111, 0000820925",False
29,Q270,P.S. / I.S. 270 - QUEENS,SCA CIP,DEFECTIVE PARAPETS/EXT MASONRY/ROOFS,"CM, F&E",In-Progress,10/17/2016,01/09/2018,,491924,126590.0,80533.0,"DSF: 0000797701, 0000800111, 0000820925",False
29,Q270,P.S. / I.S. 270 - QUEENS,DOE- RESOA,FY15 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,06/13/2016,DOER,,50000,83352.0,83352.0,DSF: 0000800407,False
29,Q420,EXCELSIOR PREP HIGH SCHOOL - Q,SCA CIP,EXT MASONRY/ROOFS/PAVED AREA-CONCRETE,Construction,In-Progress,08/15/2016,02/05/2018,,7874836,7668110.0,5270553.0,"DSF: 0000814742, 0000814748, 0000822213",False
29,Q420,EXCELSIOR PREP HIGH SCHOOL - Q,SCA CIP,EXT MASONRY/ROOFS/PAVED AREA-CONCRETE,"CM, F&E",In-Progress,08/15/2016,02/05/2018,,600280,489190.0,439057.0,"DSF: 0000814742, 0000814748, 0000822213",False
29,Q420,G. WASHINGTON CARVER HS FOR SC,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,11/17/2017,05/16/2018,,35265,35265.0,10255.0,DSF: 0000867057,False
29,Q490,INSTITUTE FOR HEALTH PROFESSIO,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,10/26/2017,04/25/2018,,37604,37604.0,10937.0,DSF: 0000867060,False
29,Q490,JACKSON HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,In-Progress,10/18/2005,06/18/2006,,77000,290859.0,287670.0,DSF: 0000012002,True
29,Q490,JACKSON HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,In-Progress,10/18/2005,06/18/2006,,12240,28812.0,28812.0,DSF: 0000012002,True
29,Q490,"MATH, SCI., RESEARCH & TECH. H",SCA IEH,IEH PO18-STUDENT CAFETERIA,Construction,In-Progress,08/30/2017,IEH,,IEH,203289.0,6184.0,DSF: 0000048451,False
29,Q490,"MATH, SCI., RESEARCH & TECH. H",Fast Track Projects,CTF ROOM CONVERSION,Construction,In-Progress,07/21/2016,FTK,,FTK,600603.0,184654.0,DSF: 0000843982,False
30,Q002,P.S. 2 - QUEENS,SCA CIP RESOA,FY15 RESO A ACCESSIBILITY,Construction,In-Progress,10/11/2016,10/10/2017,,720221,728759.0,468580.0,DSF: 0000800477,False
30,Q002,P.S. 2 - QUEENS,SCA CIP RESOA,FY15 RESO A ACCESSIBILITY,"CM, F&E",In-Progress,10/11/2016,10/10/2017,,49106,84808.0,61945.0,DSF: 0000800477,False
30,Q010,I.S. 10 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,11/29/2017,05/25/2018,,27936,27936.0,7555.0,DSF: 0000867052,False
30,Q011,P.S. 11 - QUEENS,SCA Capacity,ADDITION,Construction,In-Progress,09/29/2014,10/17/2018,,103359375,96048412.0,76648533.0,DSF: 0000775571,False
30,Q011,P.S. 11 - QUEENS,SCA Capacity,ADDITION,"CM,Art,F&E",In-Progress,09/29/2014,10/17/2018,,13421875,7906066.0,4815397.0,DSF: 0000775571,False
30,Q069,P.S. 69 - QUEENS,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,In-Progress,11/17/2017,05/16/2018,,20100,17037.0,12253.0,DSF: 0000800795,False
30,Q070,P.S. 70 - QUEENS,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,11/15/2017,DOEL,,DOEL,500.0,0.0,DSF:,True
30,Q070,P.S. 70 - QUEENS,DOE- RESOA,FY17 RESO A HYDROPONIC SCIENCE LAB,Construction,In-Progress,07/21/2017,DOER,,54321,54321.0,54321.0,DSF: 0000844772,False
30,Q076,P.S. 76 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/08/2017,DOES,,DOES,170000.0,1410.0,DSF: 0000866025,False
30,Q084,P.S. 84 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,10/23/2017,04/20/2018,,21103,21103.0,7103.0,DSF: 0000867054,False
30,Q084,P.S. 84 - QUEENS,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,11/15/2017,DOEL,,DOEL,500.0,0.0,DSF:,True
30,Q085,P.S. 85 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,10/25/2017,04/24/2018,,26625,26625.0,8156.0,DSF: 0000867064,False
30,Q111,P.S. 111 - QUEENS,Fast Track Projects,KITCHEN UPGRADE,Construction,In-Progress,02/17/2017,FTK,,FTK,3846045.0,3331567.0,DSF: 0000843648,False
30,Q111,P.S. 111 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,12/16/2016,DOES,,DOES,183390.0,183390.0,DSF: 0000812649,False
30,Q111,P.S. 111 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,11/14/2016,DOES,,DOES,170000.0,877.0,DSF: 0000866027,False
30,Q112,P.S. 112 - QUEENS,SCA CIP,ROOFS/PAPAPETS/EXT. MASONRY,Scope,In-Progress,12/18/2017,05/04/2018,,90295,90295.0,0.0,"DSF: 0000879253, 0000879254, 0000879255",True
30,Q112,P.S. 112 - QUEENS,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Construction,In-Progress,08/22/2017,05/18/2018,,1146092,1086386.0,6966.0,DSF: 0000844957,False
30,Q112,P.S. 112 - QUEENS,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",In-Progress,08/22/2017,05/18/2018,,78143,93643.0,92444.0,DSF: 0000844957,False
17,K465,HS FOR YOUTH & COMMUNITY DEV.,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,43407.0,0.0,DSF: 0000776992,True
17,K465,SCIENCE TECH & RESEARCH - K,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,43407.0,0.0,DSF: 0000776994,True
17,K465,I.S. 382 - BROOKLYN,DOE - Skilled Trades,REPLACE DUPLEX SEWER EJECTOR PUMPS,Construction,In-Progress,03/01/2017,DOES,,DOES,228017.0,0.0,DSF: 0000851021,False
17,K465,ERASMUS YOUNG ADULT BORO CENTE,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,08/30/2017,DOES,,DOES,170000.0,1490.0,DSF: 0000865989,False
17,K470,H.S. 745 - BROOKLYN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,10/30/2017,04/27/2018,,55943,55943.0,10527.0,DSF: 0000867036,False
17,K884,P.S. 884 - BROOKLYN,DOE - Skilled Trades,LEASE RENOVATIONS (PHASE I),Construction,In-Progress,03/21/2016,DOES,,DOES,2281686.0,2281686.0,DSF: 0000843678,False
18,K066,P.S. 66 - BROOKLYN,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Design,In-Progress,10/04/2017,04/11/2018,,67572,67572.0,39179.0,DSF: 0000866181,False
18,K068,I.S. 68 - BROOKLYN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,10/20/2017,04/19/2018,,22316,22316.0,7338.0,DSF: 0000867030,False
18,K068,I.S. 68 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,274650.0,0.0,DSF: 0000776708,True
18,K068,I.S. 68 - BROOKLYN,DOE - Skilled Trades,ACE- STEAM SYSTEM UPGRADE,Construction,In-Progress,07/15/2016,DOES,,DOES,177231.0,177231.0,DSF: 0000799797,False
18,K068,I.S. 68 - BROOKLYN,DOE - Skilled Trades,REPLACE (3) VACUUM CONDENSATE UNITS,Construction,In-Progress,04/03/2017,DOES,,DOES,123970.0,123970.0,DSF: 0000865848,False
18,K114,P.S. 114 - BROOKLYN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,10/13/2017,04/12/2018,,37070,37070.0,6831.0,DSF: 0000867031,False
18,K114,P.S. 114 RYDER ELEMENTARY,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,11/17/2017,12/17/2017,,125000,124060.0,124060.0,DSF: 0000845260,True
18,K114,P.S. 114 - BROOKLYN,DOE - Skilled Trades,REPLACE (6) TRANE GAS FIRED A/C ROOF TOP UNITS,Construction,In-Progress,05/05/2016,DOES,,DOES,180255.0,178515.0,DSF: 0000844103,False
18,K115,P.S. 115 - BROOKLYN,DOE- RESOA,FY16 RESO A ROOM CONVERSIONS / PARTITIONING,Construction,In-Progress,11/19/2016,DOER,,100000,107936.0,107936.0,DSF: 0000822801,False
18,K115,P.S. 115 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,08/30/2017,DOES,,DOES,170000.0,1175.0,DSF: 0000865964,False
18,K211,I.S. 211 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,307442.0,0.0,DSF: 0000776819,True
18,K211,I.S. 211 - BROOKLYN,DOE - Skilled Trades,CTF PROMETHEAN BOARDS,Construction,In-Progress,07/29/2016,DOES,,DOES,43245.0,43245.0,DSF: 0000843903,False
18,K211,I.S. 211 - BROOKLYN,DOE- RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,In-Progress,07/17/2017,DOER,,188841,188841.0,188841.0,DSF: 0000844848,False
18,K219,P.S. 219 - BROOKLYN,SCA CIP,WATER INFILTRATION/ROOFS/EXT MASONRY/PARAPETS,Construction,In-Progress,10/30/2017,08/10/2019,,20686501,18690393.0,87213.0,"DSF: 0000804479, 0000826871, 0000844117, 0000844118",False
18,K219,P.S. 219 - BROOKLYN,SCA CIP,WATER INFILTRATION/ROOFS/EXT MASONRY/PARAPETS,"CM, F&E",In-Progress,10/30/2017,08/10/2019,,1287160,158599.0,156359.0,"DSF: 0000804479, 0000826871, 0000844117, 0000844118",False
18,K219,P.S. 219 - BROOKLYN,SCA IEH,"IEH PO18-RMS 101,102,105,107,107A,108,205,206,207",Construction,In-Progress,10/05/2017,IEH,,IEH,1208.0,708.0,DSF: 0000048885,False
18,K219,P.S. 219 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,376566.0,0.0,DSF: 0000776826,True
18,K232,MIDDLE SCHOOL OF MKTG - K,SCA CIP,PARAPETS/EXTERIOR MASONRY,Scope,In-Progress,12/18/2017,05/04/2018,,117728,117728.0,0.0,"DSF: 0000871756, 0000871757",True
18,K232,EAST FLATBUSH COMMUNITY RESCH,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,In-Progress,12/15/2017,04/19/2018,,0,0.0,0.0,DSF: 0000867245,True
31,R005,P.S. 5 - STATEN ISLAND,DOE- RESOA,FY17 RESO A FLOORS,Construction,In-Progress,08/07/2017,DOER,,200000,79192.0,79192.0,DSF: 0000844230,False
31,R006,P.S. 6 - STATEN ISLAND,DOE - Skilled Trades,REPLACE DEFECTIVIE TURBO POWER GAS,Construction,In-Progress,01/14/2016,DOES,,DOES,49935.0,49935.0,DSF: 0000843899,False
31,R007,I.S. 7 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A ELECTRICAL SYSTEMS,Scope,In-Progress,11/13/2017,03/19/2018,,0,11991.0,320.0,DSF: 0000866178,False
31,R007,I.S. 7 - STATEN ISLAND,DOE - Skilled Trades,CAFETERIA SERVING LINES,Construction,In-Progress,06/02/2017,DOES,,DOES,450000.0,0.0,DSF: 0000815617,True
31,R011,P.S. 11 - STATEN ISLAND,DOE- RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,07/18/2016,DOER,,285258,187893.0,187893.0,DSF: 0000822334,False
31,R014,P.S. 14 - STATEN ISLAND,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,02/08/2017,DOEL,,DOEL,626.0,626.0,DSF:,False
31,R014,P.S. 078 - STATEN ISLAND,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/07/2017,DOES,,DOES,170000.0,2022.0,DSF: 0000866050,False
31,R016,P.S. 16 - STATEN ISLAND,SCA CIP,ELECTRICAL SYSTEMS,Construction,In-Progress,11/22/2017,09/17/2018,,722300,651861.0,2536.0,DSF: 0000859681,False
31,R016,P.S. 16 - STATEN ISLAND,SCA CIP,ELECTRICAL SYSTEMS,"CM, F&E",In-Progress,11/22/2017,09/17/2018,,167400,75114.0,8011.0,DSF: 0000859681,False
31,R016,P.S. 16 - STATEN ISLAND,SCA IEH,"IEH PO18-ROOMS 121, 124, 126, 128",Construction,In-Progress,11/06/2017,IEH,,IEH,88367.0,2362.0,DSF: 0000049245,False
31,R016,P.S. 16 - STATEN ISLAND,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/07/2017,DOES,,DOES,170000.0,1033.0,DSF: 0000866051,False
31,R018,P.S. 18 - STATEN ISLAND,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/19/2016,DOES,,DOES,130956.0,130956.0,DSF: 0000815705,False
31,R019,P.S. 19 - STATEN ISLAND,SCA IEH,IEH PO18-ROOM 201,Construction,In-Progress,12/08/2017,IEH,,IEH,21056.0,436.0,DSF: 0000049666,False
31,R019,P.S. 19 - STATEN ISLAND,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,01/31/2017,DOEL,,DOEL,460.0,460.0,DSF:,False
31,R020,P.S. 20 - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Construction,In-Progress,07/24/2017,03/20/2018,,401704,290124.0,3878.0,DSF: 0000823558,False
31,R020,P.S. 20 - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,"CM, F&E",In-Progress,07/24/2017,03/20/2018,,124292,126269.0,18476.0,DSF: 0000823558,False
31,R021,P.S. 21 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,In-Progress,12/21/2017,04/24/2019,,0,1386.0,1386.0,DSF: 0000866414,False
31,R021,P.S. 21 - STATEN ISLAND,DOE - Skilled Trades,REPLACE ROOF TOP UNITS,Construction,In-Progress,08/06/2015,DOES,,DOES,141269.0,109269.0,DSF: 0000837807,False
31,R021,P.S. 21 - STATEN ISLAND,DOE - Skilled Trades,DEFECTIVE PRECISION BOILER GAS-FIRE,Construction,In-Progress,01/27/2016,DOES,,DOES,40008.0,40008.0,DSF: 0000843976,False
31,R022,P.S. 22 - STATEN ISLAND,SCA IEH,IEH PO18-CORRIDOR OUTSIDE ROOM 104,Construction,In-Progress,03/08/2016,IEH,,IEH,4554.0,54.0,DSF: 0000024517,False
31,R022,P.S. 22 - STATEN ISLAND,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/07/2017,DOES,,DOES,170000.0,1218.0,DSF: 0000866052,False
31,R024,I.S. 24 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A AUDITORIUM UPGRADE,Design,In-Progress,01/25/2017,06/26/2017,,88200,84294.0,15626.0,DSF: 0000800087,True
31,R024,I.S. 24 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A SCIENCE LAB UPGRADES,Construction,In-Progress,06/23/2017,03/19/2018,,495884,455564.0,69605.0,DSF: 0000844221,False
31,R024,I.S. 24 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A SCIENCE LAB UPGRADES,"CM, F&E",In-Progress,06/23/2017,03/19/2018,,58251,82085.0,41364.0,DSF: 0000844221,False
31,R024,I.S. 24 - STATEN ISLAND,SCA IEH,IEH PO18-2ND FLR HALLWAY FROM EXIT 1 & 2 TO RM 226,Construction,In-Progress,04/24/2017,IEH,,IEH,121233.0,3656.0,DSF: 0000046368,False
31,R025,R025 SPED - STATEN ISLAND,SCA IEH,IEH PO18-ROOM 104,Construction,In-Progress,02/10/2016,IEH,,IEH,4278.0,778.0,DSF: 0000039966,False
31,R025,R025 SPED - STATEN ISLAND,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/07/2017,DOES,,DOES,170000.0,1068.0,DSF: 0000866053,False
31,R025,R025 SPED - STATEN ISLAND,DOE - Skilled Trades,REPLACE GAS TRAIN,Construction,In-Progress,09/28/2017,DOES,,DOES,87808.0,0.0,DSF: 0000866183,True
